#,Name,NameYear,Season,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating
134.0, Dunta Robinson, Dunta Robinson2008,2008.0,HST,CB,568.0,-1.0,-0.1,1.3,0.1,-2.3,41426.0,0.0,1.0,0.0,34.0,1.0,2.0,11.0,46.0,27.0,58.7,316.0,11.7,118.0,49.0,3.0,2.0,4.0,83.2
134.0, Eugene Wilson, Eugene Wilson2008,2008.0,HST,CB,31.0,-1.0,0.0,-0.6,-0.5,0.1,0-0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,5.0,3.0,60.0,39.0,13.0,7.0,23.0,0.0,1.0,1.0,45.0
136.0, Jonathan Wade, Jonathan Wade2008,2008.0,SL,CB,122.0,-1.1,-0.1,-0.1,0.2,-1.1,41306.0,0.0,0.0,0.0,11.0,1.0,0.0,4.0,16.0,10.0,62.5,184.0,18.4,87.0,56.0,1.0,1.0,0.0,96.9
136.0, Fernando Bryant, Fernando Bryant2008,2008.0,PIT,CB,38.0,-1.1,0.1,-0.9,-0.5,0.2,0-0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,8.0,5.0,62.5,53.0,10.6,5.0,15.0,1.0,0.0,0.0,121.4
138.0, Marcus McCauley, Marcus McCauley2008,2008.0,MIN,CB,40.0,-1.2,0.0,-0.3,0.0,-0.9,36526.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0,3.0,2.0,66.7,25.0,12.5,8.0,17.0,0.0,0.0,0.0,92.4
138.0, Leigh Torrence, Leigh Torrence2008,2008.0,NO,CB,43.0,-1.2,0.0,-0.8,-0.5,0.1,0-0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,6.0,4.0,66.7,33.0,8.3,12.0,14.0,1.0,0.0,1.0,120.1
138.0, Evan Oglesby, Evan Oglesby2008,2008.0,BLT,CB,45.0,-1.2,0.0,-0.7,-0.5,0.0,0-0,0.0,0.0,0.0,8.0,0.0,1.0,1.0,7.0,5.0,71.4,71.0,14.2,6.0,23.0,1.0,0.0,0.0,143.5
138.0, Joey Thomas, Joey Thomas2008,2008.0,MIA,CB,41.0,-1.2,0.0,0.5,0.1,-1.8,36557.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,7.0,3.0,42.9,36.0,12.0,15.0,23.0,0.0,0.0,0.0,59.2
142.0, Tarell Brown, Tarell Brown2008,2008.0,SF,CB,231.0,-1.3,-0.2,-2.4,0.1,1.2,0-0,0.0,0.0,0.0,16.0,0.0,2.0,1.0,22.0,15.0,68.2,172.0,11.5,42.0,27.0,0.0,2.0,1.0,53.6
142.0, Mike C. Adams, Mike C. Adams2008,2008.0,CLV,CB,64.0,-1.3,1.4,-1.5,-1.4,0.2,0-0,0.0,1.0,1.0,3.0,1.0,0.0,0.0,4.0,3.0,75.0,40.0,13.3,24.0,16.0,0.0,0.0,0.0,106.3
142.0, Nathan Jones, Nathan Jones2008,2008.0,MIA,CB,185.0,-1.3,1.2,-1.9,-1.3,0.7,0-0,3.0,1.0,1.0,9.0,1.0,0.0,5.0,15.0,9.0,60.0,147.0,16.3,54.0,33.0,1.0,1.0,0.0,87.4
142.0, Vincent Fuller, Vincent Fuller2008,2008.0,TEN,CB,417.0,-1.3,-1.1,-2.1,0.2,1.7,0-0,0.0,0.0,3.0,37.0,4.0,4.0,10.0,36.0,30.0,83.3,311.0,10.4,131.0,44.0,2.0,0.0,2.0,121.2
146.0, Terence Newman, Terence Newman2008,2008.0,DAL,CB,587.0,-1.5,-0.4,-1.9,0.2,0.6,36557.0,0.0,0.0,0.0,34.0,1.0,3.0,10.0,63.0,41.0,65.1,568.0,13.9,186.0,53.0,2.0,4.0,4.0,78.0
146.0, Kalvin Pearson, Kalvin Pearson2008,2008.0,DET,CB,67.0,-1.5,-0.1,-0.8,0.1,-0.7,36526.0,0.0,0.0,1.0,7.0,2.0,1.0,3.0,5.0,4.0,80.0,31.0,7.8,10.0,13.0,0.0,0.0,0.0,92.5
148.0, Usama Young, Usama Young2008,2008.0,NO,CB,300.0,-1.6,-0.2,-0.8,-0.8,0.2,36526.0,0.0,0.0,0.0,26.0,5.0,2.0,7.0,44.0,27.0,61.4,287.0,10.6,65.0,30.0,4.0,2.0,4.0,91.8
149.0, Michael Lehan, Michael Lehan2008,2008.0,MIA,CB,114.0,-1.7,0.0,-1.3,0.1,-0.5,36526.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,11.0,7.0,63.6,157.0,22.4,70.0,61.0,0.0,0.0,1.0,107.2
150.0, Jacques Reeves, Jacques Reeves2008,2008.0,HST,CB,957.0,-1.8,0.0,-0.2,-4.0,2.4,36557.0,0.0,0.0,0.0,50.0,1.0,4.0,11.0,106.0,55.0,51.9,884.0,16.1,246.0,63.0,4.0,4.0,13.0,76.9
151.0, Josh Bell, Josh Bell2008,2008.0,DEN,CB,386.0,-1.9,0.4,-6.9,3.0,1.6,0-0,0.0,0.0,1.0,32.0,1.0,3.0,10.0,41.0,23.0,56.1,357.0,15.5,101.0,38.0,1.0,0.0,3.0,93.2
152.0, Jason Craft, Jason Craft2008,2008.0,NO,CB,40.0,-2.0,0.3,-1.5,0.1,-0.9,36526.0,0.0,0.0,0.0,3.0,1.0,1.0,0.0,3.0,3.0,100.0,24.0,8.0,19.0,11.0,1.0,0.0,0.0,139.6
152.0, Chevis Jackson, Chevis Jackson2008,2008.0,ATL,CB,477.0,-2.0,-0.2,0.4,-3.1,0.9,36526.0,0.0,1.0,2.0,26.0,4.0,2.0,4.0,42.0,24.0,57.1,263.0,11.0,127.0,31.0,0.0,1.0,4.0,65.9
154.0, Jack Williams, Jack Williams2008,2008.0,DEN,CB,84.0,-2.2,0.8,-2.0,-1.4,0.4,0-0,0.0,0.0,2.0,9.0,1.0,1.0,3.0,11.0,10.0,90.9,109.0,10.9,23.0,17.0,0.0,0.0,0.0,108.0
155.0, Simeon Castille, Simeon Castille2008,2008.0,CIN,CB,80.0,-2.3,-0.7,1.0,-1.0,-1.6,36557.0,0.0,0.0,0.0,5.0,2.0,0.0,3.0,9.0,8.0,88.9,80.0,10.0,31.0,15.0,0.0,0.0,1.0,103.7
155.0, Demarcus Faggins, Demarcus Faggins2008,2008.0,HST,CB,310.0,-2.3,-0.3,-2.4,-1.0,1.4,0-0,0.0,0.0,0.0,15.0,3.0,3.0,4.0,25.0,20.0,80.0,284.0,14.2,136.0,96.0,2.0,0.0,1.0,140.7
157.0, Eric Green, Eric Green2008,2008.0,ARZ,CB,516.0,-2.6,-0.7,-3.7,0.6,1.2,36526.0,0.0,0.0,0.0,27.0,2.0,2.0,9.0,44.0,26.0,59.1,400.0,15.4,153.0,80.0,5.0,1.0,2.0,117.6
157.0, Nathan Vasher, Nathan Vasher2008,2008.0,CHI,CB,462.0,-2.6,-0.3,-1.7,-2.6,2.0,0-0,0.0,0.0,0.0,21.0,0.0,5.0,3.0,61.0,32.0,52.5,426.0,13.3,128.0,38.0,2.0,1.0,4.0,79.0
159.0, Chris Johnson, Chris Johnson2008,2008.0,OAK,CB,512.0,-2.7,0.0,0.0,-1.4,-1.3,36617.0,0.0,0.0,0.0,32.0,2.0,2.0,10.0,63.0,30.0,47.6,433.0,14.4,165.0,59.0,1.0,3.0,5.0,55.9
159.0, Mike Richardson, Mike Richardson2008,2008.0,NE,CB,108.0,-2.7,0.0,-2.2,-0.9,0.4,0-0,0.0,0.0,0.0,7.0,1.0,2.0,3.0,10.0,6.0,60.0,70.0,11.7,13.0,24.0,1.0,0.0,0.0,114.6
159.0, Ricardo Colclough, Ricardo Colclough2008,2008.0,KC,CB,45.0,-2.7,0.0,-2.9,0.0,0.2,0-0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,5.0,4.0,80.0,84.0,21.0,31.0,47.0,2.0,0.0,0.0,158.3
162.0, Lito Sheppard, Lito Sheppard2008,2008.0,PHI,CB,386.0,-2.8,0.4,-3.6,-0.4,0.8,36526.0,0.0,0.0,1.0,21.0,0.0,3.0,7.0,45.0,31.0,68.9,465.0,15.0,216.0,90.0,6.0,1.0,2.0,132.9
163.0, Kelly Jennings, Kelly Jennings2008,2008.0,SEA,CB,558.0,-2.9,0.0,1.0,-3.4,-0.5,41365.0,0.0,0.0,0.0,37.0,2.0,6.0,10.0,83.0,52.0,62.7,766.0,14.7,269.0,47.0,5.0,0.0,11.0,112.8
163.0, Keith Smith, Keith Smith2008,2008.0,DET,CB,84.0,-2.9,-0.1,-3.2,0.1,0.3,0-0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,12.0,7.0,58.3,127.0,18.1,92.0,60.0,0.0,0.0,0.0,94.8
165.0, Deltha O'Neal, Deltha O'Neal2008,2008.0,NE,CB,644.0,-3.1,0.0,-3.8,-0.2,0.9,36557.0,0.0,0.0,0.0,31.0,0.0,3.0,6.0,61.0,35.0,57.4,495.0,14.1,126.0,54.0,5.0,3.0,5.0,90.5
166.0, Roderick Hood, Roderick Hood2008,2008.0,ARZ,CB,734.0,-3.3,0.0,-4.1,1.1,-0.3,41396.0,0.0,0.0,0.0,39.0,1.0,7.0,10.0,91.0,54.0,59.3,721.0,13.4,238.0,65.0,8.0,1.0,13.0,109.3
167.0, Fred Bennett, Fred Bennett2008,2008.0,HST,CB,545.0,-3.4,-0.3,0.0,-2.5,-0.6,41365.0,0.0,0.0,0.0,35.0,4.0,3.0,8.0,61.0,38.0,62.3,450.0,11.8,126.0,34.0,3.0,2.0,4.0,87.5
168.0, Brian Williams, Brian Williams2008,2008.0,JAX,CB,647.0,-3.5,0.3,-0.7,-4.1,1.0,36557.0,0.0,0.0,0.0,50.0,4.0,8.0,14.0,62.0,44.0,71.0,668.0,15.2,256.0,56.0,4.0,1.0,5.0,120.9
169.0, Tim Jennings, Tim Jennings2008,2008.0,IND,CB,809.0,-3.8,-0.1,-2.1,-1.3,-0.3,36617.0,0.0,0.0,0.0,53.0,7.0,8.0,16.0,70.0,52.0,74.3,580.0,11.2,195.0,54.0,0.0,2.0,5.0,86.6
170.0, Danieal Manning, Danieal Manning2008,2008.0,CHI,CB,299.0,-3.9,-1.8,-2.5,-0.9,1.3,0-0,1.0,2.0,4.0,17.0,2.0,2.0,13.0,27.0,16.0,59.3,212.0,13.3,114.0,29.0,0.0,1.0,2.0,68.7
170.0, Marquand Manuel, Marquand Manuel2008,2008.0,DEN,CB,52.0,-3.9,-0.3,-1.4,-1.4,-0.8,41275.0,0.0,0.0,0.0,4.0,0.0,1.0,1.0,4.0,2.0,50.0,20.0,10.0,5.0,13.0,0.0,0.0,0.0,64.6
172.0, Jamar Fletcher, Jamar Fletcher2008,2008.0,CIN,CB,317.0,-4.4,0.4,-3.4,-2.7,1.3,0-0,0.0,0.0,1.0,14.0,0.0,4.0,5.0,25.0,18.0,72.0,223.0,12.4,114.0,67.0,2.0,0.0,2.0,125.9
172.0, Brent Grimes, Brent Grimes2008,2008.0,ATL,CB,418.0,-4.4,0.0,-3.7,0.4,-1.1,41334.0,0.0,0.0,0.0,28.0,3.0,6.0,8.0,53.0,31.0,58.5,423.0,13.6,123.0,44.0,5.0,1.0,4.0,107.7
174.0, Tramon Williams, Tramon Williams2008,2008.0,GB,CB,787.0,-4.5,0.0,2.9,-4.0,-3.4,41456.0,0.0,0.0,0.0,48.0,4.0,3.0,9.0,88.0,50.0,56.8,756.0,15.1,280.0,58.0,5.0,5.0,8.0,80.5
175.0, Chris McAlister, Chris McAlister2008,2008.0,BLT,CB,304.0,-4.6,-0.1,-4.6,0.7,-0.6,36557.0,0.0,0.0,0.0,12.0,3.0,5.0,3.0,25.0,13.0,52.0,221.0,17.0,83.0,67.0,2.0,3.0,2.0,69.3
176.0, Karl Paymah, Karl Paymah2008,2008.0,DEN,CB,284.0,-5.1,-0.1,-0.5,-2.8,-1.7,41334.0,0.0,0.0,0.0,27.0,1.0,1.0,2.0,37.0,23.0,62.2,273.0,11.9,85.0,23.0,2.0,1.0,1.0,91.4
176.0, Brian Witherspoon, Brian Witherspoon2008,2008.0,JAX,CB,74.0,-5.1,-0.1,-4.3,-0.5,-0.2,41275.0,0.0,0.0,0.0,8.0,1.0,2.0,1.0,10.0,9.0,90.0,157.0,17.4,12.0,47.0,0.0,0.0,0.0,118.8
176.0, Ronde Barber, Ronde Barber2008,2008.0,TB,CB,969.0,-5.1,3.3,-1.9,-2.9,-3.6,41518.0,2.0,3.0,4.0,64.0,4.0,16.0,30.0,87.0,62.0,71.3,833.0,13.4,365.0,84.0,7.0,4.0,5.0,109.0
179.0, Aaron Glenn, Aaron Glenn2008,2008.0,NO,CB,171.0,-5.5,0.3,-4.8,-0.7,-0.3,36526.0,0.0,0.0,1.0,5.0,0.0,2.0,2.0,22.0,12.0,54.5,162.0,13.5,60.0,32.0,0.0,0.0,0.0,78.2
180.0, Brandon Flowers, Brandon Flowers2008,2008.0,KC,CB,835.0,-5.9,2.0,-1.4,-8.1,1.6,41306.0,0.0,1.0,3.0,60.0,2.0,8.0,18.0,76.0,46.0,60.5,491.0,10.7,222.0,70.0,1.0,2.0,6.0,72.9
181.0, David Jones, David Jones2008,2008.0,CIN,CB,516.0,-6.2,0.0,-1.7,-4.8,0.3,36557.0,0.0,0.0,0.0,34.0,1.0,5.0,8.0,51.0,34.0,66.7,392.0,11.5,147.0,32.0,1.0,0.0,6.0,96.2
182.0, Aaron Ross, Aaron Ross2008,2008.0,NYG,CB,804.0,-6.4,-0.7,-2.2,-3.0,-0.5,36617.0,0.0,1.0,1.0,45.0,3.0,4.0,14.0,82.0,53.0,64.6,682.0,12.9,284.0,70.0,3.0,3.0,4.0,87.6
183.0, Tye Hill, Tye Hill2008,2008.0,SL,CB,163.0,-6.8,0.0,-6.3,0.3,-0.8,36557.0,0.0,0.0,0.0,19.0,0.0,0.0,4.0,23.0,19.0,82.6,320.0,16.8,87.0,52.0,2.0,0.0,2.0,147.7
184.0, Jonathan Wilhite, Jonathan Wilhite2008,2008.0,NE,CB,345.0,-7.3,-0.5,-7.3,0.1,0.4,36526.0,0.0,0.0,0.0,20.0,2.0,3.0,5.0,40.0,27.0,67.5,325.0,12.0,123.0,28.0,1.0,1.0,1.0,90.1
185.0, Mike Jenkins, Mike Jenkins2008,2008.0,DAL,CB,379.0,-7.4,0.0,-3.7,-4.9,1.2,41275.0,0.0,0.0,0.0,18.0,0.0,2.0,5.0,47.0,28.0,59.6,320.0,11.4,151.0,34.0,3.0,1.0,4.0,92.5
186.0, William James, William James2008,2008.0,JAX,CB,95.0,-7.5,-0.2,-7.3,0.7,-0.7,36526.0,0.0,0.0,0.0,13.0,1.0,1.0,5.0,16.0,14.0,87.5,257.0,18.4,75.0,48.0,2.0,0.0,0.0,158.3
187.0, Benny Sapp, Benny Sapp2008,2008.0,MIN,CB,278.0,-8.4,-0.5,-2.4,-1.2,-4.3,36647.0,0.0,1.0,0.0,14.0,0.0,3.0,7.0,32.0,25.0,78.1,247.0,9.9,143.0,27.0,0.0,2.0,0.0,72.8
188.0, Marlin Jackson, Marlin Jackson2008,2008.0,IND,CB,468.0,-8.6,-0.2,-5.2,-2.8,-0.4,36586.0,0.0,0.0,0.0,40.0,2.0,3.0,15.0,39.0,31.0,79.5,305.0,9.8,144.0,39.0,1.0,0.0,1.0,107.8
188.0, Leodis McKelvin, Leodis McKelvin2008,2008.0,BUF,CB,477.0,-8.6,0.0,-5.6,-4.1,1.1,36557.0,0.0,0.0,0.0,27.0,1.0,7.0,5.0,45.0,28.0,62.2,327.0,11.7,109.0,35.0,4.0,2.0,2.0,95.3
190.0, Fakhir Brown, Fakhir Brown2008,2008.0,SL,CB,802.0,-8.7,0.9,-6.7,-5.1,2.2,36557.0,1.0,0.0,0.0,42.0,3.0,5.0,9.0,68.0,43.0,63.2,589.0,13.7,255.0,48.0,5.0,1.0,7.0,109.3
191.0, Leigh Bodden, Leigh Bodden2008,2008.0,DET,CB,1016.0,-8.8,0.3,-6.9,-2.7,0.5,41365.0,0.0,0.0,1.0,68.0,4.0,5.0,7.0,92.0,61.0,66.3,813.0,13.3,271.0,71.0,4.0,1.0,7.0,104.1
192.0, Terry Cousin, Terry Cousin2008,2008.0,CLV,CB,308.0,-9.4,-0.2,-9.3,-1.3,1.4,0-0,0.0,0.0,1.0,25.0,1.0,6.0,6.0,41.0,32.0,78.0,334.0,10.4,148.0,35.0,3.0,1.0,1.0,114.8
193.0, Brian Kelly, Brian Kelly2008,2008.0,DET,CB,449.0,-10.3,-0.1,-8.5,-3.9,2.2,0-0,0.0,0.0,0.0,21.0,4.0,4.0,5.0,40.0,29.0,72.5,418.0,14.4,106.0,62.0,1.0,0.0,1.0,114.4
194.0, Dre' Bly, Dre' Bly2008,2008.0,DEN,CB,1018.0,-10.6,-0.6,-6.9,-5.1,2.0,41334.0,0.0,0.0,1.0,60.0,3.0,2.0,17.0,92.0,62.0,67.4,729.0,11.8,240.0,51.0,5.0,2.0,5.0,100.3
195.0, DeAngelo Hall, DeAngelo Hall2008,2008.0,OAK,CB,581.0,-10.8,0.3,-4.3,-5.5,-1.3,36617.0,1.0,0.0,0.0,45.0,2.0,5.0,8.0,64.0,38.0,59.4,554.0,14.6,145.0,37.0,2.0,3.0,8.0,78.5
196.0, Drayton Florence, Drayton Florence2008,2008.0,JAX,CB,643.0,-11.2,0.2,-7.2,-2.3,-1.9,41427.0,0.0,0.0,1.0,31.0,3.0,4.0,5.0,46.0,27.0,58.7,318.0,11.8,66.0,40.0,4.0,0.0,2.0,108.8
197.0, Fred Smoot, Fred Smoot2008,2008.0,WAS,CB,602.0,-12.5,-0.3,-6.6,-4.7,-0.9,41366.0,0.0,1.0,0.0,48.0,4.0,5.0,10.0,66.0,46.0,69.7,569.0,12.4,144.0,50.0,3.0,1.0,5.0,104.9
198.0, Travis Fisher, Travis Fisher2008,2008.0,DET,CB,550.0,-13.0,-0.6,-4.3,-8.7,0.6,41306.0,0.0,0.0,0.0,31.0,0.0,4.0,8.0,43.0,29.0,67.4,420.0,14.5,146.0,62.0,4.0,0.0,4.0,130.0
199.0, Antonio Cromartie, Antonio Cromartie2008,2008.0,SD,CB,1048.0,-15.7,0.5,-7.4,-2.4,-6.4,41580.0,1.0,0.0,0.0,59.0,1.0,5.0,14.0,88.0,60.0,68.2,701.0,11.7,245.0,41.0,3.0,2.0,6.0,94.0
200.0, Brandon Carr, Brandon Carr2008,2008.0,KC,CB,1041.0,-22.4,0.8,-17.7,-8.1,2.6,36557.0,0.0,0.0,1.0,68.0,1.0,7.0,14.0,95.0,63.0,66.3,754.0,12.0,238.0,51.0,2.0,2.0,3.0,88.7
1.0, Charles Woodson, Charles Woodson2009,2009.0,GB,CB,984.0,34.4,2.2,21.8,13.9,-3.5,41487.0,2.0,2.0,6.0,69.0,4.0,8.0,36.0,76.0,39.0,51.3,448.0,11.5,172.0,68.0,5.0,9.0,8.0,51.8
2.0, Darrelle Revis, Darrelle Revis2009,2009.0,NYJ,CB,1008.0,32.9,0.0,33.2,-0.8,0.5,36617.0,0.0,0.0,0.0,47.0,4.0,5.0,13.0,111.0,41.0,36.9,425.0,10.4,145.0,53.0,2.0,6.0,23.0,32.3
3.0, Leon Hall, Leon Hall2009,2009.0,CIN,CB,999.0,21.1,0.0,18.5,2.0,0.6,41366.0,0.0,0.0,0.0,57.0,7.0,2.0,18.0,97.0,48.0,49.5,555.0,11.6,191.0,38.0,3.0,6.0,15.0,51.7
4.0, Dominique Rodgers-Cromartie, Dominique Rodgers-Cromartie2009,2009.0,ARZ,CB,987.0,19.1,-0.2,19.1,-3.1,3.3,41275.0,0.0,0.0,0.0,47.0,1.0,6.0,12.0,120.0,61.0,50.8,781.0,12.8,310.0,62.0,6.0,6.0,16.0,67.4
5.0, Brandon Flowers, Brandon Flowers2009,2009.0,KC,CB,1016.0,18.5,2.0,11.8,2.0,2.7,36557.0,0.0,1.0,3.0,60.0,4.0,7.0,24.0,93.0,50.0,53.8,584.0,11.7,224.0,53.0,4.0,5.0,12.0,65.0
6.0, Johnathan Joseph, Johnathan Joseph2009,2009.0,CIN,CB,982.0,16.9,0.0,12.0,1.5,3.4,41306.0,0.0,0.0,0.0,62.0,2.0,6.0,22.0,104.0,60.0,57.7,727.0,12.1,226.0,59.0,3.0,6.0,13.0,64.9
7.0, Champ Bailey, Champ Bailey2009,2009.0,DEN,CB,1037.0,15.0,0.0,9.2,2.1,3.7,36526.0,0.0,0.0,1.0,66.0,1.0,5.0,12.0,91.0,49.0,53.8,591.0,12.1,186.0,50.0,1.0,3.0,9.0,63.9
8.0, Terrell Thomas, Terrell Thomas2009,2009.0,NYG,CB,1008.0,13.9,1.9,10.8,-3.4,4.6,0-0,1.0,2.0,5.0,68.0,4.0,9.0,28.0,71.0,48.0,67.6,479.0,10.0,247.0,40.0,3.0,5.0,11.0,71.3
9.0, Tramon Williams, Tramon Williams2009,2009.0,GB,CB,784.0,13.7,1.6,12.3,1.3,-1.5,36647.0,1.0,1.0,3.0,40.0,4.0,5.0,14.0,85.0,51.0,60.0,579.0,11.4,235.0,35.0,4.0,4.0,9.0,76.5
10.0, Jabari Greer, Jabari Greer2009,2009.0,NO,CB,527.0,13.3,1.3,12.1,-1.0,0.9,36557.0,0.0,1.0,2.0,44.0,1.0,4.0,15.0,65.0,31.0,47.7,302.0,9.7,112.0,68.0,1.0,2.0,9.0,53.5
11.0, Domonique Foxworth, Domonique Foxworth2009,2009.0,BLT,CB,1024.0,12.8,-0.2,8.4,3.5,1.1,36647.0,0.0,0.0,0.0,50.0,1.0,11.0,19.0,111.0,64.0,57.7,856.0,13.4,307.0,73.0,4.0,4.0,10.0,79.3
12.0, Sheldon Brown, Sheldon Brown2009,2009.0,PHI,CB,981.0,12.7,-0.5,8.7,4.0,0.5,41365.0,0.0,0.0,0.0,44.0,1.0,4.0,16.0,86.0,44.0,51.2,584.0,13.3,223.0,61.0,5.0,5.0,11.0,68.2
13.0, Mike Jenkins, Mike Jenkins2009,2009.0,DAL,CB,942.0,11.9,0.0,9.5,1.6,0.8,36617.0,0.0,0.0,0.0,45.0,3.0,8.0,11.0,100.0,50.0,50.0,585.0,11.7,219.0,36.0,2.0,5.0,15.0,54.0
13.0, Antoine Winfield, Antoine Winfield2009,2009.0,MIN,CB,534.0,11.9,0.6,2.7,6.1,2.5,0-0,1.0,0.0,0.0,48.0,3.0,4.0,23.0,60.0,38.0,63.3,520.0,13.7,221.0,62.0,6.0,1.0,6.0,117.4
15.0, Leigh Bodden, Leigh Bodden2009,2009.0,NE,CB,821.0,11.2,1.0,8.6,2.0,-0.4,41365.0,0.0,1.0,0.0,48.0,5.0,6.0,11.0,90.0,45.0,50.0,515.0,11.4,122.0,33.0,4.0,5.0,12.0,59.3
16.0, Nnamdi Asomugha, Nnamdi Asomugha2009,2009.0,OAK,CB,979.0,9.4,-0.5,5.5,3.1,1.3,41334.0,0.0,0.0,1.0,31.0,1.0,8.0,17.0,28.0,21.0,75.0,246.0,11.7,119.0,49.0,1.0,1.0,2.0,98.2
17.0, Terence Newman, Terence Newman2009,2009.0,DAL,CB,1007.0,9.1,0.0,7.7,-0.2,1.6,36586.0,0.0,0.0,0.0,56.0,1.0,6.0,12.0,96.0,55.0,57.3,740.0,13.5,264.0,51.0,4.0,3.0,12.0,82.8
18.0, Brandon McDonald, Brandon McDonald2009,2009.0,CLV,CB,910.0,8.8,2.8,5.5,-0.7,1.2,41334.0,2.0,1.0,3.0,45.0,3.0,8.0,14.0,68.0,33.0,48.5,567.0,17.2,227.0,72.0,2.0,1.0,6.0,80.9
19.0, Brandon Carr, Brandon Carr2009,2009.0,KC,CB,1088.0,8.5,-0.2,9.5,-1.8,1.0,36617.0,0.0,0.0,1.0,55.0,5.0,2.0,12.0,85.0,48.0,56.5,720.0,15.0,242.0,54.0,5.0,1.0,13.0,99.1
20.0, Aqib Talib, Aqib Talib2009,2009.0,TB,CB,993.0,8.0,-0.2,6.8,1.0,0.4,41365.0,0.0,0.0,0.0,54.0,4.0,6.0,12.0,81.0,49.0,60.5,582.0,11.9,201.0,59.0,4.0,5.0,8.0,73.2
21.0, Mike C. Adams, Mike C. Adams2009,2009.0,CLV,CB,512.0,7.8,0.9,6.1,1.5,-0.7,41334.0,1.0,1.0,6.0,36.0,3.0,4.0,18.0,45.0,29.0,64.4,319.0,11.0,143.0,29.0,0.0,0.0,8.0,85.3
22.0, Lardarius Webb, Lardarius Webb2009,2009.0,BLT,CB,367.0,7.5,-0.5,3.7,3.8,0.5,36526.0,1.0,0.0,3.0,28.0,0.0,3.0,14.0,31.0,19.0,61.3,146.0,7.7,63.0,22.0,0.0,0.0,3.0,72.8
23.0, Asante Samuel, Asante Samuel2009,2009.0,PHI,CB,954.0,7.1,0.4,5.6,1.4,-0.3,36647.0,0.0,0.0,1.0,39.0,1.0,19.0,19.0,69.0,47.0,68.1,615.0,13.1,363.0,68.0,5.0,9.0,6.0,80.6
23.0, Josh Wilson, Josh Wilson2009,2009.0,SEA,CB,691.0,7.1,-0.4,4.7,-0.3,3.1,0-0,1.0,3.0,0.0,44.0,1.0,5.0,12.0,74.0,47.0,63.5,521.0,11.1,219.0,33.0,0.0,2.0,9.0,73.1
25.0, Shawntae Spencer, Shawntae Spencer2009,2009.0,SF,CB,1109.0,6.9,-0.5,7.9,-1.5,1.0,36617.0,0.0,0.0,1.0,50.0,2.0,5.0,12.0,76.0,41.0,53.9,544.0,13.3,169.0,49.0,1.0,2.0,8.0,70.3
26.0, Steve Gregory, Steve Gregory2009,2009.0,SD,CB,411.0,5.7,0.9,5.4,-1.4,0.8,36526.0,2.0,1.0,2.0,30.0,4.0,3.0,11.0,34.0,22.0,64.7,207.0,9.4,87.0,27.0,0.0,1.0,6.0,69.1
26.0, Vontae Davis, Vontae Davis2009,2009.0,MIA,CB,709.0,5.7,0.4,5.0,2.0,-1.7,41426.0,0.0,0.0,1.0,45.0,2.0,6.0,18.0,77.0,49.0,63.6,893.0,18.2,276.0,71.0,7.0,4.0,8.0,112.1
28.0, Sean Smith, Sean Smith2009,2009.0,MIA,CB,914.0,5.6,0.0,0.2,1.8,3.6,36557.0,0.0,0.0,0.0,35.0,3.0,8.0,7.0,68.0,38.0,55.9,753.0,19.8,280.0,81.0,4.0,0.0,10.0,114.4
29.0, Nate Clements, Nate Clements2009,2009.0,SF,CB,440.0,5.3,-0.2,3.1,1.3,1.1,36526.0,0.0,0.0,0.0,30.0,1.0,4.0,13.0,39.0,22.0,56.4,350.0,15.9,192.0,90.0,4.0,1.0,5.0,110.0
30.0, Phillip Buchanon, Phillip Buchanon2009,2009.0,DET,CB,668.0,5.2,0.9,2.9,0.5,0.9,36557.0,1.0,0.0,1.0,39.0,2.0,3.0,11.0,52.0,34.0,65.4,409.0,12.0,183.0,62.0,1.0,0.0,4.0,95.8
31.0, Al Harris, Al Harris2009,2009.0,GB,CB,584.0,4.6,1.7,3.6,1.7,-2.4,36678.0,1.0,1.0,2.0,31.0,6.0,1.0,11.0,48.0,24.0,50.0,360.0,15.0,63.0,38.0,2.0,2.0,5.0,71.5
32.0, Tracy Porter, Tracy Porter2009,2009.0,NO,CB,763.0,4.2,-0.3,6.5,-4.4,2.4,36526.0,0.0,0.0,1.0,47.0,4.0,5.0,6.0,80.0,44.0,55.0,570.0,13.0,297.0,67.0,0.0,4.0,6.0,56.8
33.0, Tyron Brackenridge, Tyron Brackenridge2009,2009.0,JAX,CB,445.0,4.0,-0.4,1.2,1.6,1.6,36526.0,0.0,1.0,0.0,27.0,1.0,5.0,9.0,42.0,25.0,59.5,362.0,14.5,137.0,98.0,1.0,0.0,4.0,95.5
