#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,Tks,Ass,MT,St,TA,Rec,% Ct,Yds,Avg,YAC,LG,TD,In,PD,NFL Rating,
87.0,Marvin Mitchell,Marvin Mitchell2011,2011.0,MIA,ILB,186.0,-4.4,0.2,-0.8,-3.9,0.1,0-0,1.0,1.0,0.0,13.0,3.0,4.0,8.0,18.0,13.0,72.2,148.0,11.4,99.0,38.0,0.0,1.0,1.0,73.4,
88.0,Gary Guyton,Gary Guyton2011,2011.0,NE,ILB,177.0,-4.6,-0.6,-1.1,-3.2,0.3,0-0,0.0,0.0,0.0,12.0,2.0,0.0,4.0,12.0,9.0,75.0,159.0,17.7,82.0,35.0,0.0,0.0,0.0,116.7,
89.0,Demorrio Williams,Demorrio Williams2011,2011.0,KC,ILB,69.0,-5.0,0.0,-0.2,-2.8,-2.0,41306.0,0.0,0.0,1.0,8.0,1.0,1.0,7.0,3.0,3.0,100.0,20.0,6.7,16.0,12.0,0.0,0.0,0.0,94.4,
90.0,Pat Angerer,Pat Angerer2011,2011.0,IND,ILB,984.0,-6.0,-0.8,4.1,-9.7,0.4,36526.0,1.0,4.0,0.0,91.0,24.0,18.0,49.0,33.0,24.0,72.7,174.0,7.3,118.0,26.0,1.0,1.0,2.0,82.1,
91.0,Takeo Spikes,Takeo Spikes2011,2011.0,SD,ILB,946.0,-6.1,-0.3,0.3,-5.6,-0.5,36557.0,1.0,1.0,4.0,80.0,27.0,7.0,40.0,47.0,36.0,76.6,355.0,9.9,229.0,34.0,4.0,1.0,2.0,116.9,
92.0,Gary Brackett,Gary Brackett2011,2011.0,IND,ILB,57.0,-6.7,-0.1,-1.6,-5.1,0.1,0-0,0.0,0.0,0.0,5.0,1.0,2.0,2.0,4.0,3.0,75.0,49.0,16.3,19.0,21.0,0.0,1.0,0.0,76.0,
93.0,Jovan Belcher,Jovan Belcher2011,2011.0,KC,ILB,662.0,-6.8,-2.1,-6.8,2.7,-0.6,36557.0,0.0,0.0,4.0,74.0,14.0,10.0,37.0,20.0,17.0,85.0,212.0,12.5,165.0,52.0,1.0,0.0,0.0,127.5,
94.0,Bradie James,Bradie James2011,2011.0,DAL,ILB,415.0,-7.9,-1.5,-2.8,-3.0,-0.6,36526.0,0.0,1.0,1.0,35.0,9.0,3.0,17.0,16.0,13.0,81.3,128.0,9.8,93.0,52.0,4.0,0.0,2.0,139.6,
95.0,Rey Maualuga,Rey Maualuga2011,2011.0,CIN,ILB,699.0,-8.0,-1.7,-5.0,0.6,-1.9,36586.0,0.0,0.0,4.0,70.0,14.0,12.0,43.0,41.0,32.0,78.0,297.0,9.3,219.0,39.0,1.0,1.0,0.0,94.8,
96.0,Na'il Diggs,Na'il Diggs2011,2011.0,SD,ILB,365.0,-8.1,-1.4,-6.2,-0.8,0.3,0-0,0.0,1.0,0.0,31.0,5.0,3.0,19.0,29.0,23.0,79.3,277.0,12.0,190.0,55.0,2.0,0.0,2.0,129.5,
97.0,Larry Foote,Larry Foote2011,2011.0,PIT,ILB,429.0,-8.5,0.2,-3.2,-4.4,-1.1,36557.0,2.0,1.0,7.0,34.0,8.0,6.0,16.0,17.0,15.0,88.2,143.0,9.5,94.0,25.0,1.0,0.0,1.0,121.3,
98.0,A.J. Hawk,A.J. Hawk2011,2011.0,GB,ILB,897.0,-8.9,-0.7,3.1,-10.7,-0.6,36557.0,1.0,3.0,15.0,61.0,9.0,7.0,28.0,41.0,26.0,63.4,263.0,10.1,222.0,36.0,1.0,0.0,4.0,89.8,
98.0,Wesley Woodyard,Wesley Woodyard2011,2011.0,DEN,ILB,354.0,-8.9,-3.5,-5.5,0.5,-0.4,41275.0,0.0,0.0,0.0,30.0,8.0,3.0,14.0,28.0,23.0,82.1,253.0,11.0,193.0,55.0,2.0,0.0,1.0,128.1,
100.0,Casey Matthews,Casey Matthews2011,2011.0,PHI,ILB,259.0,-9.5,-0.5,-6.1,-3.4,0.5,0-0,1.0,1.0,0.0,22.0,4.0,4.0,12.0,18.0,13.0,72.2,128.0,9.8,93.0,22.0,1.0,0.0,0.0,110.4,
101.0,Kevin Burnett,Kevin Burnett2011,2011.0,MIA,ILB,1052.0,-10.7,-2.2,-8.6,-0.5,0.6,36526.0,3.0,2.0,8.0,96.0,12.0,9.0,44.0,72.0,55.0,76.4,687.0,12.5,423.0,42.0,1.0,1.0,2.0,104.3,
102.0,Keith Brooking,Keith Brooking2011,2011.0,DAL,ILB,408.0,-11.1,-0.3,-3.6,-7.5,0.3,0-0,0.0,1.0,2.0,34.0,13.0,5.0,15.0,30.0,20.0,66.7,269.0,13.5,202.0,39.0,0.0,0.0,2.0,95.0,
103.0,James Farrior,James Farrior2011,2011.0,PIT,ILB,727.0,-11.2,-3.1,-2.7,-4.7,-0.7,36557.0,2.0,1.0,12.0,67.0,12.0,8.0,39.0,38.0,31.0,81.6,376.0,12.1,194.0,73.0,1.0,0.0,2.0,116.7,
104.0,Jamar Chaney,Jamar Chaney2011,2011.0,PHI,ILB,739.0,-11.3,-1.3,0.3,-8.4,-1.9,36586.0,1.0,0.0,1.0,69.0,3.0,9.0,31.0,48.0,31.0,64.6,403.0,13.0,325.0,49.0,2.0,3.0,3.0,78.7,
105.0,Rocky McIntosh,Rocky McIntosh2011,2011.0,WAS,ILB,514.0,-13.4,0.4,-3.5,-11.1,0.8,0-0,2.0,3.0,2.0,42.0,9.0,7.0,20.0,29.0,23.0,79.3,234.0,10.2,134.0,46.0,2.0,0.0,1.0,123.3,
106.0,JoLonn Dunbar,JoLonn Dunbar2011,2011.0,NO,ILB,359.0,-16.1,-5.2,-2.2,-7.2,-1.5,36557.0,0.0,0.0,4.0,29.0,7.0,4.0,17.0,14.0,11.0,78.6,149.0,13.5,48.0,23.0,1.0,0.0,1.0,134.8,
107.0,Barrett Ruud,Barrett Ruud2011,2011.0,TEN,ILB,596.0,-18.2,-2.5,-6.0,-9.5,-0.2,36526.0,0.0,1.0,2.0,53.0,5.0,10.0,25.0,32.0,25.0,78.1,313.0,12.5,142.0,32.0,2.0,1.0,1.0,115.2,
108.0,Jonathan Vilma,Jonathan Vilma2011,2011.0,NO,ILB,657.0,-20.5,-6.3,0.9,-16.1,1.0,0-0,0.0,1.0,4.0,45.0,7.0,5.0,18.0,31.0,23.0,74.2,225.0,9.8,145.0,21.0,5.0,0.0,2.0,133.7,
109.0,Paris Lenon,Paris Lenon2011,2011.0,ARZ,ILB,1127.0,-25.6,-10.7,1.5,-17.0,0.6,36526.0,3.0,3.0,11.0,65.0,14.0,5.0,30.0,38.0,23.0,60.5,221.0,9.6,169.0,33.0,0.0,0.0,2.0,76.8,
110.0,Mason Foster,Mason Foster2011,2011.0,TB,ILB,886.0,-28.7,-3.0,-2.5,-23.0,-0.2,36557.0,2.0,2.0,3.0,65.0,14.0,11.0,34.0,35.0,28.0,80.0,278.0,9.9,236.0,25.0,1.0,1.0,0.0,97.4,
1.0,Lawrence Timmons,Lawrence Timmons2010,2010.0,PIT,ILB,965.0,25.1,5.3,3.2,15.0,1.6,0-0,3.0,4.0,20.0,93.0,15.0,8.0,57.0,75.0,53.0,70.7,406.0,7.7,210.0,23.0,0.0,2.0,4.0,72.4,
2.0,Patrick Willis,Patrick Willis2010,2010.0,SF,ILB,990.0,23.4,10.8,1.7,10.4,0.5,41275.0,6.0,2.0,12.0,99.0,20.0,8.0,55.0,50.0,43.0,86.0,296.0,6.9,295.0,23.0,2.0,0.0,2.0,104.7,
3.0,Bart Scott,Bart Scott2010,2010.0,NYJ,ILB,903.0,22.6,1.3,1.1,21.6,-1.4,36586.0,1.0,9.0,9.0,59.0,11.0,2.0,37.0,28.0,20.0,71.4,172.0,8.6,110.0,20.0,1.0,0.0,1.0,99.1,
4.0,Derrick O. Johnson,Derrick O. Johnson2010,2010.0,KC,ILB,1058.0,21.1,1.4,9.1,10.0,0.6,36526.0,1.0,0.0,9.0,101.0,11.0,12.0,49.0,78.0,52.0,66.7,478.0,9.2,407.0,31.0,0.0,1.0,11.0,77.8,
5.0,Desmond Bishop,Desmond Bishop2010,2010.0,GB,ILB,713.0,20.2,8.4,4.7,5.9,1.2,0-0,3.0,2.0,12.0,74.0,14.0,7.0,37.0,45.0,29.0,64.4,271.0,9.3,241.0,30.0,3.0,1.0,6.0,93.8,
6.0,Takeo Spikes,Takeo Spikes2010,2010.0,SF,ILB,807.0,17.8,-0.8,5.8,12.4,0.4,41275.0,0.0,3.0,3.0,92.0,10.0,2.0,54.0,48.0,32.0,66.7,286.0,8.9,155.0,43.0,1.0,3.0,5.0,63.4,
6.0,James Farrior,James Farrior2010,2010.0,PIT,ILB,919.0,17.8,6.3,4.8,6.2,0.5,36526.0,7.0,2.0,18.0,76.0,18.0,10.0,54.0,34.0,24.0,70.6,196.0,8.2,106.0,16.0,0.0,0.0,2.0,84.9,
8.0,Brian Urlacher,Brian Urlacher2010,2010.0,CHI,ILB,1058.0,14.3,2.5,6.3,4.9,0.6,36526.0,5.0,4.0,4.0,100.0,13.0,12.0,56.0,73.0,53.0,72.6,545.0,10.3,210.0,45.0,3.0,1.0,8.0,101.7,
9.0,Brandon Spikes,Brandon Spikes2010,2010.0,NE,ILB,356.0,13.5,-0.7,2.1,11.7,0.4,0-0,0.0,0.0,2.0,37.0,16.0,0.0,22.0,15.0,11.0,73.3,103.0,9.4,54.0,22.0,2.0,1.0,2.0,103.6,
10.0,Dan Connor,Dan Connor2010,2010.0,CAR,ILB,261.0,12.7,3.9,-0.6,8.9,0.5,0-0,1.0,3.0,5.0,31.0,9.0,2.0,20.0,9.0,8.0,88.9,80.0,10.0,68.0,22.0,0.0,0.0,1.0,103.7,
11.0,E.J. Henderson,E.J. Henderson2010,2010.0,MIN,ILB,971.0,10.6,-1.2,0.3,9.9,1.6,0-0,1.0,1.0,12.0,75.0,22.0,7.0,47.0,35.0,22.0,62.9,219.0,10.0,76.0,28.0,5.0,3.0,1.0,84.4,
12.0,Daryl Washington,Daryl Washington2010,2010.0,ARZ,ILB,478.0,9.2,1.3,4.6,3.5,-0.2,36526.0,1.0,1.0,3.0,64.0,6.0,6.0,37.0,34.0,24.0,70.6,174.0,7.3,128.0,25.0,0.0,1.0,0.0,70.0,
13.0,Karlos Dansby,Karlos Dansby2010,2010.0,MIA,ILB,869.0,8.6,2.1,6.1,-0.9,1.3,0-0,3.0,1.0,7.0,76.0,12.0,5.0,46.0,54.0,35.0,64.8,313.0,8.9,210.0,43.0,3.0,0.0,3.0,98.8,
14.0,Sean Lee,Sean Lee2010,2010.0,DAL,ILB,169.0,8.0,-0.5,3.3,5.2,0.0,0-0,0.0,0.0,0.0,19.0,2.0,1.0,15.0,11.0,8.0,72.7,54.0,6.8,28.0,20.0,1.0,2.0,0.0,73.9,
15.0,Chris Gocong,Chris Gocong2010,2010.0,CLV,ILB,986.0,7.7,0.6,1.5,4.0,1.6,0-0,2.0,3.0,16.0,51.0,13.0,7.0,35.0,31.0,21.0,67.7,211.0,10.0,208.0,32.0,0.0,0.0,3.0,86.9,
16.0,Channing Crowder,Channing Crowder2010,2010.0,MIA,ILB,509.0,7.6,-1.3,-0.7,9.7,-0.1,36526.0,0.0,1.0,2.0,38.0,3.0,2.0,29.0,21.0,15.0,71.4,214.0,14.3,148.0,53.0,1.0,0.0,2.0,119.9,
17.0,Rolando McClain,Rolando McClain2010,2010.0,OAK,ILB,953.0,6.0,-2.2,0.0,8.8,-0.6,36557.0,1.0,4.0,3.0,73.0,14.0,6.0,50.0,57.0,37.0,64.9,419.0,11.3,291.0,35.0,4.0,1.0,5.0,102.9,
18.0,Bradie James,Bradie James2010,2010.0,DAL,ILB,920.0,5.7,-1.0,2.0,4.2,0.5,36526.0,0.0,4.0,5.0,83.0,23.0,5.0,49.0,56.0,47.0,83.9,427.0,9.1,271.0,42.0,2.0,1.0,0.0,102.9,
19.0,James Laurinaitis,James Laurinaitis2010,2010.0,SL,ILB,1088.0,5.6,0.0,-0.5,4.5,1.6,0-0,4.0,6.0,5.0,93.0,10.0,7.0,61.0,56.0,39.0,69.6,406.0,10.4,255.0,31.0,1.0,1.0,4.0,88.8,
20.0,Marvin Mitchell,Marvin Mitchell2010,2010.0,NO,ILB,223.0,5.4,0.4,2.0,3.0,0.0,41275.0,1.0,3.0,5.0,14.0,3.0,0.0,11.0,10.0,6.0,60.0,56.0,9.3,31.0,19.0,0.0,0.0,1.0,75.4,
21.0,David Bowens,David Bowens2010,2010.0,CLV,ILB,202.0,5.2,2.5,2.6,-0.3,0.4,0-0,0.0,0.0,8.0,10.0,2.0,1.0,6.0,9.0,5.0,55.6,53.0,10.6,36.0,22.0,0.0,2.0,0.0,33.3,
21.0,Jonathan Goff,Jonathan Goff2010,2010.0,NYG,ILB,701.0,5.2,-1.3,-3.0,10.1,-0.6,36557.0,1.0,0.0,2.0,56.0,9.0,1.0,37.0,25.0,17.0,68.0,178.0,10.5,117.0,30.0,0.0,0.0,2.0,88.4,
23.0,Stephen Tulloch,Stephen Tulloch2010,2010.0,TEN,ILB,1222.0,4.9,-2.0,8.2,2.6,-3.9,41396.0,1.0,5.0,4.0,128.0,34.0,9.0,76.0,95.0,69.0,72.6,482.0,7.0,275.0,18.0,3.0,1.0,5.0,89.9,
24.0,Kevin Burnett,Kevin Burnett2010,2010.0,SD,ILB,924.0,4.3,5.4,-1.4,0.3,0.0,36557.0,6.0,2.0,6.0,80.0,8.0,11.0,53.0,67.0,48.0,71.6,540.0,11.3,431.0,58.0,1.0,2.0,2.0,87.9,
25.0,Eric Barton,Eric Barton2010,2010.0,CLV,ILB,680.0,4.2,1.1,2.5,1.4,-0.8,36557.0,0.0,2.0,5.0,49.0,11.0,2.0,28.0,17.0,13.0,76.5,98.0,7.5,58.0,21.0,2.0,0.0,2.0,129.0,
26.0,Scott Fujita,Scott Fujita2010,2010.0,CLV,ILB,63.0,3.3,1.0,0.3,1.9,0.1,0-0,1.0,1.0,1.0,2.0,3.0,0.0,1.0,1.0,1.0,100.0,8.0,8.0,5.0,8.0,0.0,0.0,0.0,100.0,
27.0,Larry Foote,Larry Foote2010,2010.0,PIT,ILB,175.0,3.2,1.9,0.9,0.3,0.1,0-0,2.0,1.0,7.0,15.0,4.0,2.0,5.0,14.0,10.0,71.4,64.0,6.4,41.0,12.0,0.0,0.0,1.0,80.7,
28.0,Jerod Mayo,Jerod Mayo2010,2010.0,NE,ILB,1081.0,3.0,0.1,1.8,-0.5,1.6,0-0,2.0,3.0,4.0,111.0,29.0,3.0,51.0,82.0,62.0,75.6,561.0,9.0,358.0,29.0,0.0,0.0,2.0,93.6,
29.0,NaVorro Bowman,NaVorro Bowman2010,2010.0,SF,ILB,217.0,2.4,1.3,-0.5,2.5,-0.9,36526.0,0.0,0.0,5.0,25.0,2.0,3.0,15.0,19.0,18.0,94.7,156.0,8.7,105.0,22.0,1.0,0.0,0.0,118.4,
30.0,Tim Shaw,Tim Shaw2010,2010.0,TEN,ILB,46.0,2.0,-0.1,-1.9,4.0,0.0,0-0,0.0,0.0,0.0,9.0,1.0,0.0,8.0,1.0,1.0,100.0,5.0,5.0,0.0,5.0,0.0,0.0,0.0,87.5,
30.0,Tim Dobbins,Tim Dobbins2010,2010.0,MIA,ILB,314.0,2.0,2.5,-5.7,5.8,-0.6,36526.0,1.0,2.0,3.0,33.0,9.0,4.0,22.0,14.0,13.0,92.9,232.0,17.8,125.0,40.0,1.0,0.0,1.0,142.6,
32.0,Paul Posluszny,Paul Posluszny2010,2010.0,BUF,ILB,320.0,1.9,2.6,-1.4,0.2,0.5,0-0,3.0,1.0,2.0,45.0,7.0,2.0,24.0,10.0,8.0,80.0,82.0,10.3,49.0,31.0,1.0,0.0,1.0,134.2,
32.0,Ray Lewis,Ray Lewis2010,2010.0,BLT,ILB,1066.0,1.9,-4.0,4.0,2.3,-0.4,41306.0,2.0,3.0,7.0,95.0,15.0,10.0,54.0,47.0,34.0,72.3,296.0,8.7,145.0,22.0,2.0,2.0,1.0,85.1,
34.0,Colin Allred,Colin Allred2010,2010.0,TEN,ILB,17.0,1.7,0.0,0.0,1.7,0.0,0-0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
35.0,Shaun Phillips,Shaun Phillips2010,2010.0,SD,ILB,62.0,1.6,-0.6,0.2,1.9,0.1,0-0,1.0,0.0,1.0,4.0,1.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39.6,
36.0,London Fletcher,London Fletcher2010,2010.0,WAS,ILB,1117.0,0.9,-2.1,4.0,0.4,-1.4,36586.0,4.0,1.0,3.0,93.0,25.0,8.0,45.0,60.0,32.0,53.3,368.0,11.5,214.0,31.0,2.0,1.0,8.0,76.3,
36.0,Demorrio Williams,Demorrio Williams2010,2010.0,KC,ILB,19.0,0.9,0.0,0.7,0.2,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,100.0,4.0,4.0,2.0,4.0,0.0,0.0,0.0,83.3,
36.0,Lorenzo Alexander,Lorenzo Alexander2010,2010.0,WAS,ILB,43.0,0.9,0.5,0.1,0.2,0.1,0-0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
39.0,Keyaron Fox,Keyaron Fox2010,2010.0,PIT,ILB,57.0,0.8,0.0,1.1,0.7,-1.0,36526.0,0.0,0.0,1.0,4.0,2.0,2.0,2.0,9.0,6.0,66.7,41.0,6.8,37.0,16.0,0.0,0.0,2.0,76.6,
39.0,Leon Williams,Leon Williams2010,2010.0,DAL,ILB,23.0,0.8,0.0,0.1,0.7,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
41.0,David Harris,David Harris2010,2010.0,NYJ,ILB,1013.0,0.7,1.6,-1.6,0.2,0.5,36526.0,3.0,5.0,10.0,74.0,17.0,9.0,46.0,48.0,32.0,66.7,349.0,10.9,288.0,50.0,2.0,0.0,1.0,101.8,
41.0,Jasper Brinkley,Jasper Brinkley2010,2010.0,MIN,ILB,18.0,0.7,0.0,0.1,0.6,0.0,0-0,0.0,0.0,0.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
43.0,Kevin Bentley,Kevin Bentley2010,2010.0,HST,ILB,348.0,0.6,-0.8,1.2,-0.4,0.6,0-0,0.0,1.0,3.0,25.0,9.0,2.0,19.0,22.0,18.0,81.8,230.0,12.8,166.0,40.0,1.0,1.0,1.0,106.4,
44.0,Corey Mays,Corey Mays2010,2010.0,KC,ILB,18.0,0.5,-0.1,-0.4,1.0,0.0,0-0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
44.0,Joe Mays,Joe Mays2010,2010.0,DEN,ILB,236.0,0.5,-0.6,-2.7,5.5,-1.7,36557.0,0.0,0.0,1.0,29.0,3.0,2.0,22.0,15.0,12.0,80.0,96.0,8.0,40.0,26.0,2.0,0.0,0.0,132.9,
44.0,Roddrick Muckelroy,Roddrick Muckelroy2010,2010.0,CIN,ILB,4.0,0.5,0.0,0.0,0.5,0.0,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
47.0,Reggie Walker,Reggie Walker2010,2010.0,ARZ,ILB,22.0,0.4,0.0,0.0,0.4,0.0,0-0,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
47.0,Coy Wire,Coy Wire2010,2010.0,ATL,ILB,35.0,0.4,-0.1,0.4,0.1,0.0,0-0,0.0,0.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
