#,Name,NameYear,Year,Team,Position,Snaps,Overall,Rush,Cov.,Run,Pen.,# of Pen,QB Sk,QB Ht,QB Hu,BP,Tks,Ass,MT,St
124.0,Dave Tollefson,Dave Tollefson2011,2011,NYG,DE,513.0,-20.4,-12.7,0.5,-7.3,-0.9,41334.0,5.0,2.0,9.0,1.0,7.0,6.0,1.0,8.0
125.0,Jayme Mitchell,Jayme Mitchell2011,2011,CLV,DE,738.0,-21.4,-22.8,3.0,-3.8,2.2,41275.0,3.0,7.0,5.0,0.0,26.0,7.0,4.0,20.0
1.0,Trent Cole,Trent Cole2010,2010,PHI,DE,900.0,39.7,28.5,-1.5,18.0,-5.3,41549.0,10.0,15.0,52.0,1.0,45.0,9.0,6.0,42.0
2.0,Charles Johnson,Charles Johnson2010,2010,CAR,DE,912.0,37.7,28.3,0.5,11.9,-3.0,41456.0,12.0,11.0,58.0,1.0,46.0,3.0,8.0,48.0
3.0,Julius Peppers,Julius Peppers2010,2010,CHI,DE,944.0,33.4,15.2,2.0,16.0,0.2,36647.0,8.0,12.0,40.0,6.0,37.0,3.0,5.0,38.0
4.0,John Abraham,John Abraham2010,2010,ATL,DE,618.0,26.8,23.9,1.0,1.2,0.7,41306.0,13.0,10.0,34.0,3.0,25.0,3.0,3.0,32.0
4.0,Chris Clemons,Chris Clemons2010,2010,SEA,DE,870.0,26.8,25.9,1.5,1.5,-2.1,36708.0,12.0,9.0,51.0,3.0,22.0,5.0,3.0,24.0
6.0,Dwight Freeney,Dwight Freeney2010,2010,IND,DE,811.0,25.8,30.1,4.0,-10.8,2.5,41275.0,9.0,10.0,55.0,1.0,10.0,6.0,2.0,16.0
7.0,Terrell Suggs,Terrell Suggs2010,2010,BLT,DE,1058.0,25.3,14.0,0.5,12.9,-2.1,41458.0,12.0,19.0,38.0,1.0,40.0,10.0,4.0,43.0
8.0,Ray Edwards,Ray Edwards2010,2010,MIN,DE,764.0,25.1,20.9,-0.5,4.8,-0.1,41365.0,9.0,7.0,52.0,2.0,25.0,2.0,2.0,27.0
9.0,Jason Babin,Jason Babin2010,2010,TEN,DE,736.0,19.4,19.3,1.5,7.2,-8.6,41611.0,14.0,20.0,30.0,0.0,35.0,7.0,2.0,36.0
10.0,Justin Tuck,Justin Tuck2010,2010,NYG,DE,856.0,19.3,5.6,4.5,6.4,2.8,36526.0,13.0,9.0,33.0,2.0,36.0,13.0,6.0,43.0
11.0,Cliff Avril,Cliff Avril2010,2010,DET,DE,649.0,17.4,23.7,3.0,-5.1,-4.2,41457.0,9.0,2.0,44.0,2.0,15.0,9.0,1.0,15.0
12.0,Raheem Brock,Raheem Brock2010,2010,SEA,DE,546.0,14.5,16.8,1.5,-3.9,0.1,36586.0,9.0,10.0,33.0,3.0,20.0,2.0,2.0,22.0
13.0,Robert Mathis,Robert Mathis2010,2010,IND,DE,829.0,13.7,16.6,1.5,-8.0,3.6,0-0,10.0,7.0,49.0,0.0,32.0,12.0,4.0,29.0
14.0,Juqua Parker,Juqua Parker2010,2010,PHI,DE,478.0,13.0,6.0,-0.5,7.9,-0.4,36586.0,6.0,4.0,24.0,2.0,16.0,1.0,5.0,18.0
15.0,Mario Williams,Mario Williams2010,2010,HST,DE,793.0,12.2,13.8,0.0,-2.2,0.6,41334.0,11.0,13.0,36.0,2.0,16.0,1.0,3.0,21.0
16.0,Lawrence Jackson,Lawrence Jackson2010,2010,DET,DE,339.0,12.0,7.2,0.5,3.9,0.4,36526.0,8.0,2.0,11.0,1.0,22.0,5.0,0.0,19.0
17.0,Matt Shaughnessy,Matt Shaughnessy2010,2010,OAK,DE,649.0,11.3,0.3,0.0,11.2,-0.2,36586.0,8.0,3.0,18.0,0.0,39.0,7.0,3.0,36.0
18.0,Antwan Barnes,Antwan Barnes2010,2010,SD,DE,207.0,10.1,10.6,-1.0,0.5,0.0,36557.0,4.0,5.0,18.0,1.0,7.0,2.0,1.0,9.0
19.0,Jared Allen,Jared Allen2010,2010,MIN,DE,962.0,9.6,11.3,6.5,-12.5,4.3,0-0,10.0,15.0,42.0,3.0,36.0,7.0,2.0,34.0
20.0,Red Bryant,Red Bryant2010,2010,SEA,DE,291.0,9.1,-1.2,0.5,9.4,0.4,36526.0,2.0,2.0,8.0,0.0,14.0,0.0,0.0,14.0
21.0,Chris Long,Chris Long2010,2010,SL,DE,988.0,8.9,21.9,-1.5,-13.2,1.7,41335.0,8.0,13.0,57.0,1.0,18.0,2.0,4.0,21.0
22.0,Kroy Biermann,Kroy Biermann2010,2010,ATL,DE,630.0,8.4,7.0,-1.0,1.4,1.0,36557.0,3.0,10.0,34.0,2.0,19.0,3.0,1.0,17.0
23.0,Carlos Dunlap,Carlos Dunlap2010,2010,CIN,DE,287.0,6.8,5.9,0.5,0.0,0.4,36526.0,10.0,3.0,11.0,3.0,11.0,2.0,2.0,18.0
24.0,James Hall,James Hall2010,2010,SL,DE,826.0,6.6,9.5,-2.0,-1.6,0.7,41334.0,10.0,7.0,33.0,1.0,39.0,5.0,3.0,38.0
25.0,Aaron Kampman,Aaron Kampman2010,2010,JAX,DE,509.0,6.4,6.4,0.0,-1.4,1.4,36526.0,5.0,14.0,13.0,1.0,16.0,3.0,0.0,15.0
26.0,Osi Umenyiora,Osi Umenyiora2010,2010,NYG,DE,830.0,6.2,2.7,2.5,0.8,0.2,36617.0,13.0,11.0,26.0,1.0,22.0,5.0,2.0,30.0
27.0,Dexter Davis,Dexter Davis2010,2010,SEA,DE,82.0,6.0,4.8,0.0,0.9,0.3,0-0,1.0,1.0,9.0,0.0,6.0,0.0,0.0,6.0
28.0,Jamaal Anderson,Jamaal Anderson2010,2010,ATL,DE,407.0,5.8,-5.4,-1.5,11.9,0.8,36526.0,2.0,2.0,10.0,1.0,18.0,5.0,2.0,16.0
29.0,Spencer Johnson,Spencer Johnson2010,2010,BUF,DE,277.0,5.6,1.0,0.0,3.3,1.3,0-0,2.0,0.0,5.0,1.0,25.0,3.0,1.0,19.0
30.0,William Hayes,William Hayes2010,2010,TEN,DE,552.0,5.5,2.9,-0.5,2.5,0.6,36557.0,2.0,5.0,23.0,0.0,24.0,3.0,2.0,19.0
31.0,Lamarr Houston,Lamarr Houston2010,2010,OAK,DE,699.0,4.9,1.1,-1.5,6.6,-1.3,36647.0,5.0,11.0,23.0,0.0,30.0,6.0,8.0,31.0
32.0,Greg Hardy,Greg Hardy2010,2010,CAR,DE,402.0,4.7,2.0,0.5,2.4,-0.2,36557.0,2.0,9.0,14.0,0.0,17.0,3.0,1.0,13.0
33.0,Jeremy Mincey,Jeremy Mincey2010,2010,JAX,DE,600.0,4.3,0.2,-1.0,3.5,1.6,41275.0,5.0,4.0,17.0,3.0,25.0,2.0,4.0,25.0
33.0,Brandon Graham,Brandon Graham2010,2010,PHI,DE,482.0,4.3,7.7,-1.5,-4.1,2.2,0-0,3.0,7.0,26.0,0.0,8.0,3.0,0.0,7.0
35.0,Jason Pierre-Paul,Jason Pierre-Paul2010,2010,NYG,DE,408.0,4.0,-0.2,1.0,3.3,-0.1,36557.0,4.0,4.0,16.0,6.0,10.0,2.0,2.0,10.0
36.0,Alex Carrington,Alex Carrington2010,2010,BUF,DE,168.0,3.9,1.0,0.0,2.1,0.8,0-0,1.0,0.0,5.0,1.0,6.0,2.0,0.0,6.0
37.0,Stylez G. White,Stylez G. White2010,2010,TB,DE,735.0,3.8,6.7,-0.5,-4.5,2.1,36526.0,5.0,13.0,24.0,0.0,25.0,6.0,3.0,24.0
38.0,Junior Siavii,Junior Siavii2010,2010,SEA,DE,40.0,3.2,-0.8,0.0,3.8,0.2,0-0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,2.0
39.0,Derrick Morgan,Derrick Morgan2010,2010,TEN,DE,112.0,3.1,2.4,0.0,0.2,0.5,36526.0,2.0,0.0,7.0,1.0,3.0,0.0,2.0,4.0
40.0,Darryl Tapp,Darryl Tapp2010,2010,PHI,DE,445.0,2.9,1.7,3.0,-3.8,2.0,0-0,3.0,7.0,19.0,3.0,23.0,1.0,2.0,18.0
41.0,Dwan Edwards,Dwan Edwards2010,2010,BUF,DE,405.0,2.7,0.3,2.0,-1.3,1.7,0-0,1.0,3.0,12.0,1.0,22.0,8.0,0.0,13.0
42.0,Haloti Ngata,Haloti Ngata2010,2010,BLT,DE,179.0,2.2,-2.8,0.0,4.2,0.8,0-0,3.0,2.0,0.0,0.0,14.0,2.0,2.0,14.0
43.0,Desmond Bryant,Desmond Bryant2010,2010,OAK,DE,20.0,2.0,-0.6,0.0,2.5,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
44.0,Travis LaBoy,Travis LaBoy2010,2010,SF,DE,24.0,1.9,1.3,-0.5,1.0,0.1,0-0,1.0,0.0,1.0,0.0,2.0,2.0,0.0,3.0
45.0,Israel Idonije,Israel Idonije2010,2010,CHI,DE,859.0,1.8,-0.9,0.5,3.2,-1.0,36647.0,10.0,9.0,29.0,3.0,22.0,10.0,0.0,29.0
46.0,Jarvis Moss,Jarvis Moss2010,2010,OAK,DE,38.0,1.7,4.1,-1.0,-1.0,-0.4,36526.0,2.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0
47.0,Willie Young,Willie Young2010,2010,DET,DE,7.0,1.4,1.4,0.0,0.0,0.0,0-0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
47.0,Tim Jamison,Tim Jamison2010,2010,HST,DE,221.0,1.4,0.8,0.0,-0.4,1.0,0-0,1.0,1.0,8.0,0.0,9.0,4.0,0.0,7.0
49.0,Mark Anderson,Mark Anderson2010,2010,HST,DE,334.0,1.3,2.7,0.5,-1.4,-0.5,36557.0,4.0,3.0,13.0,1.0,11.0,1.0,3.0,12.0
50.0,Eric Norwood,Eric Norwood2010,2010,CAR,DE,47.0,0.9,1.3,0.0,0.0,-0.4,36526.0,1.0,0.0,5.0,0.0,1.0,2.0,1.0,1.0
51.0,Everson Griffen,Everson Griffen2010,2010,MIN,DE,66.0,0.7,0.0,0.0,0.5,0.2,0-0,0.0,2.0,2.0,0.0,5.0,0.0,1.0,4.0
52.0,Frostee Rucker,Frostee Rucker2010,2010,CIN,DE,288.0,0.6,0.9,1.5,-3.1,1.3,0-0,1.0,6.0,9.0,1.0,10.0,6.0,0.0,8.0
53.0,Connor Barwin,Connor Barwin2010,2010,HST,DE,10.0,0.4,0.9,0.0,-0.5,0.0,0-0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0
54.0,Antwan Barnes,Antwan Barnes2010,2010,PHI,DE,55.0,0.3,0.6,0.0,0.5,-0.8,36526.0,0.0,0.0,5.0,0.0,2.0,0.0,0.0,1.0
54.0,Jarvis Moss,Jarvis Moss2010,2010,DEN,DE,22.0,0.3,0.2,0.0,0.0,0.1,0-0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
54.0,Jeff Charleston,Jeff Charleston2010,2010,NO,DE,262.0,0.3,-1.4,-1.0,1.7,1.0,0-0,3.0,0.0,8.0,2.0,13.0,5.0,3.0,13.0
57.0,Dave Tollefson,Dave Tollefson2010,2010,NYG,DE,148.0,0.2,-1.4,2.0,0.0,-0.4,36526.0,1.0,3.0,4.0,2.0,3.0,1.0,1.0,3.0
58.0,Bobby McCray,Bobby McCray2010,2010,PHI,DE,24.0,0.1,0.0,0.0,0.0,0.1,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
59.0,Ryan Denney,Ryan Denney2010,2010,HST,DE,9.0,0.0,0.0,0.0,0.0,0.0,0-0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
60.0,Jamaal Westerman,Jamaal Westerman2010,2010,NYJ,DE,3.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,Lawrence Sidbury,Lawrence Sidbury2010,2010,ATL,DE,4.0,-0.1,-0.1,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60.0,Will Smith,Will Smith2010,2010,NO,DE,799.0,-0.1,4.4,-1.5,-3.1,0.1,41366.0,6.0,4.0,35.0,5.0,27.0,6.0,4.0,24.0
60.0,Andre Fluellen,Andre Fluellen2010,2010,DET,DE,73.0,-0.1,0.1,0.0,-0.5,0.3,0-0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0
60.0,Calais Campbell,Calais Campbell2010,2010,ARZ,DE,51.0,-0.1,-0.2,0.0,-0.1,0.2,0-0,0.0,0.0,2.0,0.0,3.0,0.0,0.0,3.0
65.0,Henry Melton,Henry Melton2010,2010,CHI,DE,49.0,-0.2,-0.9,0.5,0.0,0.2,0-0,1.0,1.0,2.0,0.0,3.0,0.0,0.0,4.0
65.0,Arthur Jones,Arthur Jones2010,2010,BLT,DE,2.0,-0.2,-0.2,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,Dan Skuta,Dan Skuta2010,2010,CIN,DE,6.0,-0.3,-0.3,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67.0,Alan Branch,Alan Branch2010,2010,ARZ,DE,40.0,-0.3,-0.4,0.0,0.9,-0.8,36526.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
69.0,Derrick Burgess,Derrick Burgess2010,2010,PHI,DE,6.0,-0.4,-0.4,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,Demorrio Williams,Demorrio Williams2010,2010,KC,DE,126.0,-0.4,0.7,-0.5,0.5,-1.1,36557.0,1.0,1.0,8.0,0.0,6.0,0.0,1.0,4.0
69.0,Brandon McKinney,Brandon McKinney2010,2010,BLT,DE,9.0,-0.4,-0.4,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69.0,Jonathan Fanene,Jonathan Fanene2010,2010,CIN,DE,32.0,-0.4,0.0,0.0,-0.5,0.1,0-0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0
73.0,Barry Turner,Barry Turner2010,2010,CHI,DE,22.0,-0.5,-1.1,0.5,0.0,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
74.0,Chauncey Davis,Chauncey Davis2010,2010,ATL,DE,390.0,-0.6,-5.3,1.5,1.3,1.9,0-0,1.0,1.0,14.0,1.0,18.0,2.0,0.0,12.0
74.0,Jayme Mitchell,Jayme Mitchell2010,2010,MIN,DE,10.0,-0.6,-0.1,0.0,-0.5,0.0,0-0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
76.0,Brandon Lang,Brandon Lang2010,2010,SD,DE,10.0,-0.7,-0.7,0.0,0.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
76.0,Junior Galette,Junior Galette2010,2010,NO,DE,25.0,-0.7,-1.3,0.0,0.5,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
76.0,Aaron Morgan,Aaron Morgan2010,2010,JAX,DE,61.0,-0.7,1.0,-1.0,-1.0,0.3,0-0,0.0,1.0,5.0,0.0,2.0,0.0,0.0,1.0
79.0,Chris Kelsay,Chris Kelsay2010,2010,BUF,DE,689.0,-0.8,-0.5,-2.5,-0.9,3.1,36526.0,3.0,5.0,20.0,1.0,26.0,8.0,7.0,22.0
80.0,Corvey Irvin,Corvey Irvin2010,2010,CAR,DE,30.0,-1.0,-1.0,0.5,-0.6,0.1,0-0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,2.0
81.0,Hall Davis,Hall Davis2010,2010,TEN,DE,14.0,-1.2,-0.8,0.0,-0.5,0.1,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
81.0,Edgar Jones,Edgar Jones2010,2010,BLT,DE,5.0,-1.2,-0.2,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83.0,Mathias Kiwanuka,Mathias Kiwanuka2010,2010,NYG,DE,65.0,-1.3,-0.9,1.0,-1.7,0.3,0-0,1.0,0.0,0.0,0.0,3.0,0.0,1.0,1.0
84.0,Ikaika Alama-Francis,Ikaika Alama-Francis2010,2010,MIA,DE,10.0,-1.4,-0.4,0.0,-1.0,0.0,0-0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0
85.0,Kevin Vickerson,Kevin Vickerson2010,2010,DEN,DE,26.0,-1.5,-1.0,0.0,-0.6,0.1,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
86.0,Marcus Stroud,Marcus Stroud2010,2010,BUF,DE,130.0,-1.6,0.7,0.0,-2.8,0.5,0-0,1.0,1.0,6.0,0.0,4.0,0.0,1.0,5.0
87.0,Antonio D. Smith,Antonio D. Smith2010,2010,HST,DE,935.0,-1.7,9.0,1.5,-8.6,-3.6,41518.0,3.0,18.0,43.0,2.0,22.0,6.0,7.0,18.0
88.0,Eric Foster,Eric Foster2010,2010,IND,DE,147.0,-1.9,-2.9,0.0,0.3,0.7,0-0,2.0,0.0,3.0,0.0,6.0,2.0,1.0,5.0
89.0,Antwan Odom,Antwan Odom2010,2010,CIN,DE,160.0,-2.0,-5.1,0.0,2.4,0.7,0-0,0.0,0.0,7.0,1.0,3.0,2.0,2.0,2.0
90.0,Antonio Coleman,Antonio Coleman2010,2010,BUF,DE,41.0,-2.2,-0.9,0.0,-0.5,-0.8,36526.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,2.0
91.0,Mark Anderson,Mark Anderson2010,2010,CHI,DE,143.0,-2.3,-2.1,0.0,-0.8,0.6,0-0,0.0,1.0,8.0,0.0,8.0,0.0,1.0,6.0
92.0,Trevor Pryce,Trevor Pryce2010,2010,BLT,DE,50.0,-2.4,-0.7,0.5,-2.5,0.3,0-0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
93.0,O'Brien Schofield,O'Brien Schofield2010,2010,ARZ,DE,39.0,-2.5,-0.1,-1.0,-1.6,0.2,0-0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0
94.0,Brian Robison,Brian Robison2010,2010,MIN,DE,329.0,-2.6,-4.3,1.5,-0.2,0.4,36526.0,2.0,3.0,14.0,0.0,10.0,3.0,1.0,9.0
95.0,Eugene Sims,Eugene Sims2010,2010,SL,DE,99.0,-2.7,-1.2,0.0,-2.0,0.5,0-0,1.0,1.0,1.0,1.0,4.0,0.0,0.0,1.0
96.0,Marcus Thomas,Marcus Thomas2010,2010,DEN,DE,105.0,-2.8,-2.1,0.0,-1.2,0.5,0-0,1.0,0.0,2.0,0.0,4.0,1.0,0.0,3.0
96.0,Michael D. Johnson,Michael D. Johnson2010,2010,CIN,DE,678.0,-2.8,-4.4,1.0,-1.4,2.0,36526.0,3.0,5.0,22.0,4.0,28.0,4.0,1.0,23.0
98.0,Daniel Te'o-Nesheim,Daniel Te'o-Nesheim2010,2010,PHI,DE,104.0,-2.9,-1.2,-0.5,-1.6,0.4,0-0,1.0,1.0,2.0,0.0,1.0,2.0,1.0,2.0
99.0,Kamerion Wimbley,Kamerion Wimbley2010,2010,OAK,DE,75.0,-3.1,-2.7,0.0,-0.7,0.3,0-0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
100.0,Pierre Woods,Pierre Woods2010,2010,BUF,DE,22.0,-3.2,-0.7,0.0,-2.5,0.0,0-0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100.0,Larry Hart,Larry Hart2010,2010,JAX,DE,209.0,-3.2,1.0,0.5,-2.5,-2.2,41334.0,2.0,2.0,13.0,1.0,4.0,1.0,2.0,5.0
102.0,Alex Magee,Alex Magee2010,2010,TB,DE,111.0,-3.3,-1.9,0.5,-2.5,0.6,0-0,2.0,1.0,1.0,0.0,4.0,1.0,1.0,6.0
103.0,Aaron Maybin,Aaron Maybin2010,2010,BUF,DE,88.0,-3.7,-1.9,0.0,-0.1,-1.7,41306.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,2.0
104.0,Dave Ball,Dave Ball2010,2010,TEN,DE,445.0,-3.9,5.2,1.0,-7.3,-2.8,41395.0,7.0,4.0,15.0,3.0,12.0,3.0,0.0,16.0
105.0,Paul Kruger,Paul Kruger2010,2010,BLT,DE,191.0,-4.2,-3.4,0.0,0.5,-1.3,36557.0,1.0,1.0,7.0,3.0,0.0,0.0,1.0,1.0
105.0,Alex Brown,Alex Brown2010,2010,NO,DE,663.0,-4.2,-10.6,1.5,3.8,1.1,36586.0,2.0,5.0,25.0,2.0,30.0,1.0,0.0,24.0
107.0,Corey Wootton,Corey Wootton2010,2010,CHI,DE,89.0,-4.3,-2.2,0.0,-0.5,-1.6,36557.0,1.0,0.0,2.0,0.0,5.0,0.0,0.0,5.0
108.0,Jerry Hughes,Jerry Hughes2010,2010,IND,DE,89.0,-4.6,-3.5,0.0,0.5,-1.6,36557.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,4.0
108.0,C.J. Ah You,C.J. Ah You2010,2010,SL,DE,355.0,-4.6,-5.5,0.0,-0.5,1.4,0-0,4.0,6.0,5.0,1.0,7.0,2.0,0.0,10.0
110.0,Ryan McBean,Ryan McBean2010,2010,DEN,DE,82.0,-4.9,0.5,0.0,-5.7,0.3,0-0,0.0,0.0,3.0,0.0,3.0,0.0,2.0,1.0
110.0,Trevor Scott,Trevor Scott2010,2010,OAK,DE,297.0,-4.9,-0.1,0.0,-4.1,-0.7,41307.0,1.0,3.0,9.0,1.0,5.0,0.0,1.0,5.0
112.0,Jesse Nading,Jesse Nading2010,2010,HST,DE,111.0,-5.2,-2.1,0.0,-3.5,0.4,0-0,1.0,0.0,5.0,0.0,5.0,1.0,0.0,2.0
113.0,Jay Richardson,Jay Richardson2010,2010,SEA,DE,111.0,-5.3,-3.2,0.0,-2.6,0.5,0-0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,2.0
114.0,Adewale Ogunleye,Adewale Ogunleye2010,2010,HST,DE,90.0,-5.4,-1.2,-0.5,-3.1,-0.6,36526.0,0.0,1.0,3.0,0.0,2.0,0.0,1.0,1.0
115.0,Jacob Ford,Jacob Ford2010,2010,TEN,DE,587.0,-6.5,-0.2,0.0,-3.9,-2.4,41395.0,3.0,5.0,21.0,0.0,25.0,9.0,4.0,19.0
116.0,Everette Brown,Everette Brown2010,2010,CAR,DE,530.0,-7.3,-6.2,1.0,-2.6,0.5,36557.0,4.0,2.0,16.0,0.0,21.0,0.0,2.0,17.0
117.0,Austen Lane,Austen Lane2010,2010,JAX,DE,313.0,-7.5,-0.9,-1.0,-5.0,-0.6,41306.0,0.0,2.0,11.0,0.0,16.0,1.0,0.0,9.0
118.0,Turk McBride,Turk McBride2010,2010,DET,DE,469.0,-8.0,-0.8,1.5,-3.4,-5.3,41457.0,5.0,6.0,17.0,0.0,15.0,7.0,2.0,15.0
118.0,Cory Redding,Cory Redding2010,2010,BLT,DE,629.0,-8.0,-9.0,0.5,1.8,-1.3,36617.0,3.0,7.0,18.0,2.0,27.0,6.0,3.0,23.0
118.0,Derrick Harvey,Derrick Harvey2010,2010,JAX,DE,358.0,-8.0,-2.3,1.0,-8.0,1.3,0-0,3.0,2.0,9.0,0.0,8.0,0.0,0.0,7.0
121.0,Kyle Vanden Bosch,Kyle Vanden Bosch2010,2010,DET,DE,676.0,-8.4,-2.5,-1.0,-2.1,-2.8,41427.0,5.0,10.0,16.0,0.0,27.0,6.0,5.0,23.0
122.0,Jimmy Wilkerson,Jimmy Wilkerson2010,2010,NO,DE,320.0,-8.6,-7.2,0.0,-2.9,1.5,0-0,2.0,1.0,7.0,0.0,13.0,1.0,1.0,11.0
123.0,Michael Bennett,Michael Bennett2010,2010,TB,DE,430.0,-9.2,-11.4,0.5,0.8,0.9,36526.0,1.0,0.0,16.0,0.0,9.0,4.0,4.0,9.0
124.0,George Selvie,George Selvie2010,2010,SL,DE,320.0,-9.6,-10.1,1.0,-1.0,0.5,41275.0,2.0,4.0,4.0,0.0,12.0,3.0,0.0,9.0
125.0,Kyle Moore,Kyle Moore2010,2010,TB,DE,317.0,-14.4,-7.7,1.0,-8.2,0.5,36526.0,0.0,1.0,8.0,0.0,12.0,5.0,3.0,9.0
126.0,Tim Crowder,Tim Crowder2010,2010,TB,DE,644.0,-15.9,-11.1,-3.0,-4.7,2.9,0-0,3.0,2.0,15.0,2.0,24.0,5.0,2.0,17.0
127.0,Tyler Brayton,Tyler Brayton2010,2010,CAR,DE,632.0,-16.9,-15.5,0.0,-2.3,0.9,36557.0,0.0,6.0,12.0,1.0,17.0,4.0,3.0,13.0
128.0,Kentwan Balmer,Kentwan Balmer2010,2010,SEA,DE,375.0,-18.4,-9.6,1.5,-11.9,1.6,0-0,0.0,0.0,4.0,0.0,22.0,6.0,4.0,11.0
129.0,Keyunta Dawson,Keyunta Dawson2010,2010,IND,DE,563.0,-18.9,-16.1,0.0,-5.3,2.5,0-0,0.0,5.0,11.0,1.0,20.0,5.0,2.0,6.0
130.0,Robert Geathers,Robert Geathers2010,2010,CIN,DE,812.0,-21.5,-15.9,-1.0,-4.0,-0.6,36617.0,1.0,4.0,21.0,2.0,22.0,7.0,3.0,16.0
1.0,Dwight Freeney,Dwight Freeney2009,2009,IND,DE,583.0,29.4,28.9,1.5,0.3,-1.3,41365.0,14.0,12.0,41.0,0.0,7.0,2.0,2.0,20.0
2.0,Robert Mathis,Robert Mathis2009,2009,IND,DE,608.0,26.8,21.8,1.0,3.2,0.8,36557.0,10.0,11.0,37.0,1.0,18.0,4.0,1.0,21.0
3.0,Cameron Wake,Cameron Wake2009,2009,MIA,DE,167.0,23.7,23.1,1.5,-0.5,-0.4,36526.0,7.0,6.0,20.0,1.0,4.0,0.0,2.0,9.0
4.0,Trent Cole,Trent Cole2009,2009,PHI,DE,959.0,23.0,10.7,0.0,14.4,-2.1,41489.0,14.0,20.0,31.0,0.0,39.0,6.0,4.0,47.0
5.0,John Abraham,John Abraham2009,2009,ATL,DE,703.0,18.5,11.7,0.0,5.7,1.1,36557.0,6.0,12.0,39.0,0.0,26.0,1.0,7.0,24.0
6.0,Stylez G. White,Stylez G. White2009,2009,TB,DE,592.0,15.1,12.1,1.5,0.4,1.1,36557.0,8.0,11.0,21.0,1.0,23.0,4.0,0.0,23.0
7.0,Jared Allen,Jared Allen2009,2009,MIN,DE,945.0,10.2,11.3,0.5,-4.0,2.4,41334.0,15.0,14.0,35.0,3.0,27.0,5.0,3.0,33.0
8.0,Justin Tuck,Justin Tuck2009,2009,NYG,DE,700.0,10.0,2.5,0.5,5.7,1.3,41306.0,8.0,7.0,18.0,8.0,39.0,2.0,3.0,36.0
9.0,Antwan Odom,Antwan Odom2009,2009,CIN,DE,289.0,9.0,3.8,0.5,4.5,0.2,36526.0,8.0,4.0,10.0,2.0,12.0,1.0,0.0,18.0
10.0,Ray Edwards,Ray Edwards2009,2009,MIN,DE,874.0,8.4,14.4,-1.5,-0.5,-4.0,41521.0,9.0,22.0,35.0,1.0,28.0,2.0,6.0,30.0
11.0,Mario Williams,Mario Williams2009,2009,HST,DE,952.0,8.0,6.8,2.5,-1.2,-0.1,41365.0,10.0,17.0,29.0,2.0,26.0,2.0,3.0,35.0
11.0,Julius Peppers,Julius Peppers2009,2009,CAR,DE,806.0,8.0,8.4,5.0,-5.9,0.5,41334.0,10.0,10.0,33.0,1.0,23.0,3.0,4.0,26.0
13.0,Kroy Biermann,Kroy Biermann2009,2009,ATL,DE,499.0,7.9,0.4,3.5,4.3,-0.3,36586.0,5.0,7.0,18.0,0.0,23.0,2.0,1.0,22.0
14.0,Leonard Little,Leonard Little2009,2009,SL,DE,570.0,6.2,8.8,2.0,-6.2,1.6,36526.0,7.0,11.0,19.0,4.0,16.0,1.0,1.0,20.0
