#,Name,NameYear,Year,Team,Position,Snaps,Overall,Pass,Run,Blocking,Penalty,# of Pen,Att.,Yds,Avg.,YCo,YCo / Att.,LG,TD,MT,Fu
1,Adrian L. Peterson,Adrian L. Peterson2012,2012,MIN,HB,786,29.8,0.2,30.2,-1.1,0.5,0-0,348,2097,6,1369,3.9,82,12,64,3
2,C.J. Spiller,C.J. Spiller2012,2012,BUF,HB,582,25.4,7.1,19.7,-1.7,0.3,0-0,207,1244,6,742,3.6,62,6,53,2
3,Alfred Morris,Alfred Morris2012,2012,WAS,HB,752,17.1,-2.1,16.7,3.8,-1.3,Jan-96,335,1613,4.8,1001,3,39,13,57,4
4,Pierre Thomas,Pierre Thomas2012,2012,NO,HB,398,16.5,7.1,7.5,1.9,0,0-0,105,473,4.5,292,2.8,48,1,19,0
5,Marshawn Lynch,Marshawn Lynch2012,2012,SEA,HB,697,15.1,-0.3,14.5,1.4,-0.5,Dec-95,315,1590,5,872,2.8,77,11,58,4
6,Ahmad Bradshaw,Ahmad Bradshaw2012,2012,NYG,HB,611,14.2,3.7,4.8,6.2,-0.5,Jan-96,221,1015,4.6,550,2.5,37,6,18,3
7,Ray Rice,Ray Rice2012,2012,BLT,HB,835,13.5,9.2,4.4,0.4,-0.5,Jan-96,257,1143,4.4,606,2.4,46,9,20,1
8,Doug Martin,Doug Martin2012,2012,TB,HB,841,12.6,5,9.7,0,-2.1,Feb-96,319,1454,4.6,1005,3.2,70,11,53,1
9,Frank Gore,Frank Gore2012,2012,SF,HB,753,10.9,-0.7,10.6,1.4,-0.4,Jan-96,258,1214,4.7,682,2.6,37,8,30,2
10,Danny Woodhead,Danny Woodhead2012,2012,NE,HB,424,10.4,6.5,1.4,2.3,0.2,0-0,76,301,4,129,1.7,19,4,3,0
11,LeSean McCoy,LeSean McCoy2012,2012,PHI,HB,712,9.7,6.1,4.9,-0.3,-1,31-Jan,200,840,4.2,504,2.5,34,2,39,4
12,Joique Bell,Joique Bell2012,2012,DET,HB,392,9.3,7.8,2.8,0.7,-2,Jan-96,82,414,5,245,3,67,3,11,1
13,Steven Jackson,Steven Jackson2012,2012,SL,HB,733,9.2,1,6.6,2.1,-0.5,Dec-95,258,1045,4.1,693,2.7,46,4,22,0
14,Jamaal Charles,Jamaal Charles2012,2012,KC,HB,595,8.4,-0.2,7.3,2.2,-0.9,Dec-95,285,1509,5.3,634,2.2,91,5,18,5
15,Darren Sproles,Darren Sproles2012,2012,NO,HB,457,8.2,7,1.7,-0.6,0.1,0-0,48,244,5.1,90,1.9,47,1,8,0
16,Ryan Mathews,Ryan Mathews2012,2012,SD,HB,416,8.1,3.9,3.7,0.5,0,0-0,184,707,3.8,479,2.6,31,1,24,2
17,DeMarco Murray,DeMarco Murray2012,2012,DAL,HB,482,7.3,1.4,5.6,-0.3,0.6,0-0,161,663,4.1,400,2.5,48,4,22,2
18,Mike Goodson,Mike Goodson2012,2012,OAK,HB,145,6.9,5.3,2.8,-0.2,-1,31-Dec,35,221,6.3,171,4.9,43,0,8,0
18,Isaac Redman,Isaac Redman2012,2012,PIT,HB,315,6.9,3.4,0.1,3.3,0.1,0-0,110,410,3.7,332,3,28,2,28,2
20,Jacquizz Rodgers,Jacquizz Rodgers2012,2012,ATL,HB,470,6.4,6.1,-2,3.3,-1,31-Dec,94,362,3.9,256,2.7,43,1,16,0
20,Kendall Hunter,Kendall Hunter2012,2012,SF,HB,172,6.4,0.9,6.2,-0.7,0,0-0,72,371,5.2,203,2.8,26,2,11,0
22,Bernard Pierce,Bernard Pierce2012,2012,BLT,HB,227,6.1,0.4,7.8,-1.1,-1,Dec-95,108,532,4.9,376,3.5,78,1,21,0
23,Trent Richardson,Trent Richardson2012,2012,CLV,HB,725,6,3.8,6.1,-3.1,-0.8,Jan-96,267,950,3.6,558,2.1,32,11,40,3
24,Ben Tate,Ben Tate2012,2012,HST,HB,145,5.9,0.6,5,0.3,0,0-0,65,279,4.3,171,2.6,25,2,8,1
25,Knowshon Moreno,Knowshon Moreno2012,2012,DEN,HB,345,5.5,2.2,2.1,0.8,0.4,0-0,138,525,3.8,296,2.1,20,4,12,1
26,Andre Brown,Andre Brown2012,2012,NYG,HB,225,5.4,-1.8,5.8,1.2,0.2,Dec-95,73,385,5.3,245,3.4,31,8,8,0
26,Justin Forsett,Justin Forsett2012,2012,HST,HB,124,5.4,0.7,4.6,1.1,-1,Dec-95,63,374,5.9,259,4.1,81,1,11,0
28,Stevan Ridley,Stevan Ridley2012,2012,NE,HB,560,5.2,-3.7,8.5,1.4,-1,28-Feb,290,1263,4.4,716,2.5,41,12,29,4
29,Montell Owens,Montell Owens2012,2012,JAX,HB,227,4.7,1.5,2.7,0.4,0.1,0-0,42,209,5,91,2.2,32,1,5,0
30,Jonathan Stewart,Jonathan Stewart2012,2012,CAR,HB,322,4.4,2.2,-0.8,2.8,0.2,0-0,93,336,3.6,235,2.5,21,1,16,1
31,Chris Ivory,Chris Ivory2012,2012,NO,HB,68,3.9,0,3.7,0.2,0,0-0,40,217,5.4,189,4.7,56,2,12,0
32,Willis McGahee,Willis McGahee2012,2012,DEN,HB,399,3.6,-0.3,3.3,1.9,-1.3,Jan-96,167,731,4.4,396,2.4,31,4,13,5
33,Jeremy Stewart,Jeremy Stewart2012,2012,OAK,HB,67,3.1,1.9,0.8,0.4,0,0-0,25,101,4,73,2.9,14,0,1,0
34,Marcel Reece,Marcel Reece2012,2012,OAK,HB,123,3,-0.8,2.4,1.2,0.2,0-0,22,110,5,78,3.5,15,0,9,0
35,Travaris Cadet,Travaris Cadet2012,2012,NO,HB,30,2.8,2,0.8,0,0,0-0,1,5,5,0,0,5,0,1,0
36,Cedric Peerman,Cedric Peerman2012,2012,CIN,HB,98,2.7,1.7,2.6,-0.1,-1.5,31-Jan,34,178,5.2,115,3.4,31,1,5,0
36,Jason Snelling,Jason Snelling2012,2012,ATL,HB,207,2.7,1.6,-0.5,2.6,-1,Dec-95,17,61,3.6,51,3,11,0,4,0
38,Robert Turbin,Robert Turbin2012,2012,SEA,HB,235,2.5,0,1.7,0.8,0,0-0,80,354,4.4,179,2.2,26,0,10,0
38,Shane Vereen,Shane Vereen2012,2012,NE,HB,162,2.5,1.7,0.8,0,0,0-0,62,251,4,133,2.1,16,3,4,0
40,Dion Lewis,Dion Lewis2012,2012,PHI,HB,60,2.4,-0.2,1.8,0.8,0,0-0,13,69,5.3,38,2.9,17,1,3,0
41,Brandon Jackson,Brandon Jackson2012,2012,CLV,HB,33,2.3,0.6,2.5,-0.8,0,0-0,8,54,6.8,33,4.1,25,0,4,0
41,Michael Bush,Michael Bush2012,2012,CHI,HB,254,2.3,2.3,2.3,-2.3,0,0-0,114,411,3.6,262,2.3,20,5,13,1
43,Ronnie Brown,Ronnie Brown2012,2012,SD,HB,372,2.1,5.6,0,-3.5,0,0-0,46,220,4.8,115,2.5,21,0,4,0
43,Matt Forte,Matt Forte2012,2012,CHI,HB,712,2.1,0.5,-2.1,2.8,0.9,0-0,248,1094,4.4,597,2.4,46,5,22,2
45,Mark Ingram,Mark Ingram2012,2012,NO,HB,268,1.9,0.1,5.1,-2.3,-1,Dec-95,156,602,3.9,431,2.8,31,5,23,0
46,William Powell,William Powell2012,2012,ARZ,HB,292,1.8,-0.3,2.6,0.4,-0.9,Dec-95,60,217,3.6,135,2.3,17,0,10,0
47,Arian Foster,Arian Foster2012,2012,HST,HB,847,1.6,-3.8,6.6,-2.2,1,0-0,351,1424,4.1,766,2.2,46,15,29,3
47,Kevin Smith,Kevin Smith2012,2012,DET,HB,197,1.6,0,-0.8,2.4,0,0-0,37,134,3.6,72,1.9,19,1,1,0
49,Bilal Powell,Bilal Powell2012,2012,NYJ,HB,402,1.5,-0.2,0,1.7,0,0-0,110,437,4,197,1.8,18,4,9,0
50,Keith Toston,Keith Toston2012,2012,JAX,HB,50,1.4,1.1,0.3,-0.1,0.1,0-0,17,74,4.4,56,3.3,14,0,3,0
51,Delone Carter,Delone Carter2012,2012,IND,HB,64,1.3,-2.4,3.8,-0.1,0,0-0,32,122,3.8,83,2.6,20,3,4,0
51,Brandon Bolden,Brandon Bolden2012,2012,NE,HB,99,1.3,0.1,1.8,-0.6,0,0-0,56,274,4.9,162,2.9,27,2,10,0
53,Bernard Scott,Bernard Scott2012,2012,CIN,HB,20,1.2,-0.1,1,0.3,0,0-0,8,35,4.4,36,4.5,29,0,4,0
54,Stefan Logan,Stefan Logan2012,2012,DET,HB,27,1.1,1.2,-0.1,0,0,0-0,3,17,5.7,10,3.3,13,0,1,0
55,Mikel Leshoure,Mikel Leshoure2012,2012,DET,HB,538,1,0,0.3,0.5,0.2,0-0,215,798,3.7,431,2,16,9,13,3
55,Maurice Jones-Drew,Maurice Jones-Drew2012,2012,JAX,HB,246,1,-0.9,-0.2,1.9,0.2,0-0,86,414,4.8,196,2.3,59,1,12,1
57,DuJuan Harris,DuJuan Harris2012,2012,GB,HB,71,0.9,0.1,0.4,0.4,0,0-0,34,157,4.6,96,2.8,21,2,5,0
58,Vick Ballard,Vick Ballard2012,2012,IND,HB,589,0.8,0.5,1.9,-0.9,-0.7,Dec-95,211,814,3.9,531,2.5,26,2,32,3
58,Jonathan Dwyer,Jonathan Dwyer2012,2012,PIT,HB,388,0.8,-0.1,-2.4,3.3,0,0-0,156,623,4,433,2.8,34,2,14,2
58,Alfonso Smith,Alfonso Smith2012,2012,ARZ,HB,17,0.8,0.3,0,0.5,0,0-0,0,0,0,0,0,0,0,0,0
61,Lamar Miller,Lamar Miller2012,2012,MIA,HB,146,0.6,-0.5,1.1,0,0,0-0,51,250,4.9,140,2.7,28,1,6,0
62,Peyton Hillis,Peyton Hillis2012,2012,KC,HB,218,0.5,-1.9,0.5,1.9,0,Dec-95,85,309,3.6,206,2.4,18,1,7,2
63,Patrick Peterson (Off.),Patrick Peterson (Off.)2012,2012,ARZ,HB,9,0.4,0,0.4,0,0,0-0,2,13,6.5,3,1.5,17,0,0,0
63,Lance Dunbar,Lance Dunbar2012,2012,DAL,HB,91,0.4,-0.2,0.9,-0.3,0,0-0,21,75,3.6,41,2,18,0,5,0
63,Jonathan Grimes,Jonathan Grimes2012,2012,NYJ,HB,11,0.4,0,0.1,0.3,0,0-0,2,6,3,4,2,5,0,0,0
66,Dan Herron,Dan Herron2012,2012,CIN,HB,15,0.3,0,0.2,0.1,0,0-0,4,5,1.3,16,4,6,0,1,0
66,Jordan Babineaux (Off.),Jordan Babineaux (Off.)2012,2012,TEN,HB,1,0.3,0,0.3,0,0,0-0,1,10,10,4,4,10,0,0,0
66,Cedric Benson,Cedric Benson2012,2012,GB,HB,200,0.3,0.4,-1.8,1.5,0.2,0-0,71,248,3.5,156,2.2,11,1,7,1
66,Ryan Grant,Ryan Grant2012,2012,WAS,HB,1,0.3,0,0.3,0,0,0-0,1,5,5,2,2,5,0,0,0
70,Fred Jackson,Fred Jackson2012,2012,BUF,HB,343,0.2,1.8,-3.5,1.9,0,0-0,115,437,3.8,276,2.4,15,3,22,4
70,Felix Jones,Felix Jones2012,2012,DAL,HB,394,0.2,1,-2.1,2.1,-0.8,Dec-95,111,402,3.6,232,2.1,22,3,5,1
70,Richard Murphy,Richard Murphy2012,2012,JAX,HB,69,0.2,-0.7,0.4,0.5,0,0-0,23,92,4,56,2.4,14,0,2,0
73,Marcus Thigpen,Marcus Thigpen2012,2012,MIA,HB,33,0,0.2,0.3,-0.5,0,0-0,1,8,8,11,11,8,0,1,0
73,Adrian Wilson (Off.),Adrian Wilson (Off.)2012,2012,ARZ,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
73,Ronde Barber (Off.),Ronde Barber (Off.)2012,2012,TB,HB,3,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
73,Ryan Clark (Off.),Ryan Clark (Off.)2012,2012,PIT,HB,4,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
73,Roy Helu,Roy Helu2012,2012,WAS,HB,45,0,0.4,-0.4,1,-1,Dec-95,2,2,1,2,1,1,0,0,0
73,Charles Tillman (Off.),Charles Tillman (Off.)2012,2012,CHI,HB,15,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
73,LaMichael James,LaMichael James2012,2012,SF,HB,57,0,0.6,-0.8,0.2,0,0-0,27,125,4.6,91,3.4,26,0,5,1
73,Phillip Tanner,Phillip Tanner2012,2012,DAL,HB,90,0,-0.2,-0.3,0.5,0,0-0,25,61,2.4,36,1.4,9,0,6,0
73,Roman Harper (Off.),Roman Harper (Off.)2012,2012,NO,HB,6,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
73,Nate Eachus,Nate Eachus2012,2012,KC,HB,10,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
73,Tommie Campbell (Off.),Tommie Campbell (Off.)2012,2012,TEN,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
73,Ryan Torain,Ryan Torain2012,2012,NYG,HB,1,0,0,0,0,0,0-0,0,0,0,0,0,0,0,0,0
85,DeAngelo Williams,DeAngelo Williams2012,2012,CAR,HB,427,-0.1,0.3,-2.7,2.3,0,0-0,173,737,4.3,562,3.2,65,5,16,2
86,Brandon Jacobs,Brandon Jacobs2012,2012,SF,HB,10,-0.2,-0.1,-0.2,0.1,0,0-0,5,7,1.4,10,2,3,0,0,0
86,Tashard Choice,Tashard Choice2012,2012,BUF,HB,127,-0.2,-1.8,0.3,1.2,0.1,0-0,47,193,4.1,92,2,22,1,3,0
86,Jordan Todman,Jordan Todman2012,2012,JAX,HB,8,-0.2,-0.1,-0.1,0,0,0-0,3,8,2.7,4,1.3,6,0,0,0
89,Chris Ogbonnaya,Chris Ogbonnaya2012,2012,CLV,HB,153,-0.3,-0.2,-0.1,1,-1,Dec-95,8,30,3.8,16,2,9,0,0,0
89,Jacob Hester,Jacob Hester2012,2012,DEN,HB,16,-0.3,-0.1,-0.3,0.1,0,0-0,7,20,2.9,10,1.4,7,1,0,0
89,Antone Smith,Antone Smith2012,2012,ATL,HB,6,-0.3,-0.1,-0.2,0,0,0-0,0,0,0,0,0,0,0,0,0
92,Matt Asiata,Matt Asiata2012,2012,MIN,HB,3,-0.4,0,-0.4,0,0,0-0,2,8,4,4,2,5,0,0,0
92,Isaiah Pead,Isaiah Pead2012,2012,SL,HB,42,-0.4,-1.3,0.6,0.3,0,0-0,10,54,5.4,33,3.3,19,0,4,0
94,Anthony Dixon,Anthony Dixon2012,2012,SF,HB,32,-0.5,0,-0.2,-0.3,0,0-0,21,78,3.7,38,1.8,9,2,3,0
94,Da'Rel Scott,Da'Rel Scott2012,2012,NYG,HB,9,-0.5,0,-0.6,0.1,0,0-0,6,9,1.5,9,1.5,5,0,1,0
94,David Wilson,David Wilson2012,2012,NYG,HB,125,-0.5,0.2,-0.1,-0.6,0,0-0,71,358,5,189,2.7,52,4,8,1
94,Joe McKnight,Joe McKnight2012,2012,NYJ,HB,60,-0.5,-0.8,0.1,0.2,0,0-0,30,179,6,140,4.7,61,0,6,1
94,Keiland Williams,Keiland Williams2012,2012,DET,HB,30,-0.5,-0.4,-0.4,0.3,0,0-0,2,3,1.5,3,1.5,2,0,0,0
99,LaRod Stephens-Howling,LaRod Stephens-Howling2012,2012,ARZ,HB,345,-0.6,-1.4,1.7,-1.1,0.2,0-0,110,356,3.2,257,2.3,52,4,24,0
99,Armond Smith,Armond Smith2012,2012,CAR,HB,8,-0.6,0,-0.6,0,0,0-0,3,0,0,4,1.3,3,0,0,0
99,Johnny White,Johnny White2012,2012,BUF,HB,12,-0.6,-0.1,-0.5,0,0,0-0,8,34,4.3,14,1.8,9,0,1,0
102,Armando Allen,Armando Allen2012,2012,CHI,HB,49,-0.8,0.4,-1.1,-0.1,0,0-0,27,124,4.6,74,2.7,46,1,2,0
102,Danny Ware,Danny Ware2012,2012,TB,HB,152,-0.8,-1.9,-0.2,1.3,0,0-0,11,51,4.6,20,1.8,17,0,0,0
104,Jamie Harper,Jamie Harper2012,2012,TEN,HB,52,-0.9,-0.1,-0.1,-0.7,0,0-0,19,30,1.6,21,1.1,13,3,2,0
105,Darius Reynaud,Darius Reynaud2012,2012,TEN,HB,94,-1.1,0,-1.9,0.8,0,0-0,16,33,2.1,28,1.8,11,0,3,0
106,Baron Batch,Baron Batch2012,2012,PIT,HB,99,-1.2,-0.4,-2.4,1.6,0,0-0,25,49,2,45,1.8,10,1,1,0
106,Ryan Grant,Ryan Grant2012,2012,GB,HB,62,-1.2,0.2,-1.4,0,0,0-0,31,127,4.1,53,1.7,18,2,2,1
108,Jalen Parmele,Jalen Parmele2012,2012,JAX,HB,149,-1.3,-0.6,-1.5,0.7,0.1,0-0,40,143,3.6,86,2.2,28,0,6,0
108,Kahlil Bell,Kahlil Bell2012,2012,NYJ,HB,5,-1.3,-1.5,0,0.2,0,0-0,0,0,0,0,0,0,0,0,0
110,Anthony Allen,Anthony Allen2012,2012,BLT,HB,54,-1.6,-0.9,-1.1,0.4,0,0-0,16,61,3.8,32,2,20,1,0,0
110,Kregg Lumpkin,Kregg Lumpkin2012,2012,NYG,HB,31,-1.6,-0.9,-0.5,-0.2,0,0-0,9,42,4.7,30,3.3,22,0,1,1
112,Javon Ringer,Javon Ringer2012,2012,TEN,HB,26,-1.7,-1.3,0.1,-0.5,0,0-0,2,14,7,4,2,9,0,0,0
113,Curtis Brinkley,Curtis Brinkley2012,2012,SD,HB,108,-1.8,1.7,-4.3,0.8,0,0-0,39,115,2.9,76,1.9,13,0,3,1
114,Donald Brown,Donald Brown2012,2012,IND,HB,307,-1.9,-3.5,3.1,-1.6,0.1,0-0,108,417,3.9,259,2.4,19,1,15,0
114,Leon Washington,Leon Washington2012,2012,SEA,HB,64,-1.9,-2.3,-0.4,0.8,0,0-0,23,83,3.6,63,2.7,14,1,2,0
116,Taiwan Jones,Taiwan Jones2012,2012,OAK,HB,18,-2.2,-0.2,-0.2,-1.8,0,0-0,6,21,3.5,10,1.7,7,0,0,0
116,Lance Ball,Lance Ball2012,2012,DEN,HB,150,-2.2,-2.2,0.1,-0.1,0,0-0,42,158,3.8,89,2.1,22,1,6,0
118,Shonn Greene,Shonn Greene2012,2012,NYJ,HB,583,-2.5,-4.3,3.1,-0.6,-0.7,Dec-95,276,1063,3.9,593,2.1,36,8,15,3
119,Reggie Bush,Reggie Bush2012,2012,MIA,HB,582,-2.6,2.3,0.3,-3.4,-1.8,1-Mar,227,986,4.3,468,2.1,65,6,29,4
119,Jackie Battle,Jackie Battle2012,2012,SD,HB,165,-2.6,2.8,-6.1,0.7,0,0-0,95,311,3.3,208,2.2,52,3,7,0
119,Rashard Mendenhall,Rashard Mendenhall2012,2012,PIT,HB,104,-2.6,1.6,-4.5,0.3,0,0-0,51,182,3.6,122,2.4,20,0,6,3
122,Brian Leonard,Brian Leonard2012,2012,CIN,HB,211,-2.8,-2,-0.4,0.6,-1,Dec-95,33,106,3.2,64,1.9,11,0,0,0
123,Kahlil Bell,Kahlil Bell2012,2012,CHI,HB,66,-3,0.4,-2.6,0.7,-1.5,31-Jan,29,76,2.6,62,2.1,18,0,3,0
123,Ronnie Hillman,Ronnie Hillman2012,2012,DEN,HB,211,-3,-1,-2.9,0.9,0,0-0,85,330,3.9,157,1.8,31,1,6,2
125,Ryan Williams,Ryan Williams2012,2012,ARZ,HB,142,-3.1,0.4,-3.9,0.4,0,0-0,58,164,2.8,136,2.3,25,0,9,2
126,Alex Green,Alex Green2012,2012,GB,HB,348,-3.2,-2.5,-4.2,3.3,0.2,0-0,135,464,3.4,284,2.1,41,0,12,0
126,LeGarrette Blount,LeGarrette Blount2012,2012,TB,HB,93,-3.2,-0.3,-2.8,-0.1,0,0-0,41,151,3.7,75,1.8,35,2,0,0
128,Michael Turner,Michael Turner2012,2012,ATL,HB,481,-3.4,-4.8,-1.4,2.8,0,0-0,222,800,3.6,503,2.3,43,10,38,3
128,Cyrus Gray,Cyrus Gray2012,2012,KC,HB,31,-3.4,-0.9,0.7,-3.2,0,0-0,7,44,6.3,13,1.9,15,0,0,0
130,Rashad Jennings,Rashad Jennings2012,2012,JAX,HB,336,-3.5,1,-5.5,0.8,0.2,0-0,101,283,2.8,195,1.9,21,2,6,3
131,Toby Gerhart,Toby Gerhart2012,2012,MIN,HB,246,-3.6,0.6,-3.9,-0.3,0,0-0,50,169,3.4,95,1.9,22,1,3,2
132,James Starks,James Starks2012,2012,GB,HB,126,-3.8,-2.1,-0.4,-1.3,0,0-0,71,255,3.6,158,2.2,22,1,7,1
132,Mewelde Moore,Mewelde Moore2012,2012,IND,HB,128,-3.8,0.7,-2.6,-0.4,-1.5,31-Jan,13,20,1.5,11,0.8,6,0,0,1
134,Montario Hardesty,Montario Hardesty2012,2012,CLV,HB,163,-4,-1,-2.5,-0.5,0,0-0,65,271,4.2,136,2.1,25,1,3,2
135,Chris Rainey,Chris Rainey2012,2012,PIT,HB,152,-4.1,-7.2,2.2,0.9,0,0-0,26,102,3.9,65,2.5,19,2,4,0
136,Evan Royster,Evan Royster2012,2012,WAS,HB,229,-4.5,-3.2,-0.1,-1.2,0,0-0,23,88,3.8,62,2.7,12,2,5,0
137,Bryce Brown,Bryce Brown2012,2012,PHI,HB,346,-6,-2.8,0,-3.5,0.3,0-0,115,564,4.9,382,3.3,65,4,20,4
138,Daniel Thomas,Daniel Thomas2012,2012,MIA,HB,332,-6.1,-0.9,-3.5,-1.8,0.1,0-0,91,325,3.6,212,2.3,20,4,9,3
139,BenJarvus Green-Ellis,BenJarvus Green-Ellis2012,2012,CIN,HB,668,-6.5,-1.9,-6.6,1.5,0.5,0-0,278,1094,3.9,576,2.1,48,6,19,3
140,Daryl Richardson,Daryl Richardson2012,2012,SL,HB,314,-6.8,-2.3,-1.8,-2.2,-0.5,Dec-95,98,475,4.8,272,2.8,53,0,11,2
141,Beanie Wells,Beanie Wells2012,2012,ARZ,HB,152,-7.4,-0.3,-5,-2.1,0,0-0,88,234,2.7,120,1.4,31,5,6,1
142,Shaun Draughn,Shaun Draughn2012,2012,KC,HB,245,-7.7,0.1,-0.1,-6.7,-1,Dec-95,59,233,3.9,107,1.8,25,2,3,1
143,Chris D. Johnson,Chris D. Johnson2012,2012,TEN,HB,835,-9.3,-6.3,-2.4,-0.6,0,31-Dec,276,1243,4.5,557,2,94,6,26,3
144,Darren McFadden,Darren McFadden2012,2012,OAK,HB,608,-19.2,-4.6,-11.6,-2.6,-0.4,Dec-95,216,709,3.3,418,1.9,64,2,16,1
1,Fred Jackson,Fred Jackson2011,2011,BUF,HB,578,19.3,7.5,7.6,4.3,-0.1,Jan-00,170,934,5.5,637,3.7,80,6,34,2
2,Pierre Thomas,Pierre Thomas2011,2011,NO,HB,400,16.1,5.2,10.1,1.8,-1,Jan-00,110,562,5.1,316,2.9,33,5,20,1
3,Matt Forte,Matt Forte2011,2011,CHI,HB,591,12.7,4.7,10,-1.7,-0.3,Jan-00,203,997,4.9,545,2.7,46,3,39,1
4,Maurice Jones-Drew,Maurice Jones-Drew2011,2011,JAX,HB,793,12.4,1.1,8.9,1.6,0.8,0-0,343,1606,4.7,954,2.8,56,8,48,3
5,Arian Foster,Arian Foster2011,2011,HST,HB,653,10.8,3.8,4.7,1.6,0.7,0-0,278,1224,4.4,696,2.5,43,10,25,4
6,Adrian L. Peterson,Adrian L. Peterson2011,2011,MIN,HB,508,10.7,-0.4,13.4,-1.2,-1.1,Feb-00,208,970,4.7,650,3.1,54,12,33,1
7,Darren Sproles,Darren Sproles2011,2011,NO,HB,501,10.5,4.9,10.8,-5.2,0,0-0,87,603,6.9,319,3.7,36,2,17,0
8,Ahmad Bradshaw,Ahmad Bradshaw2011,2011,NYG,HB,502,10.2,2.9,3.3,3.7,0.3,0-0,171,659,3.9,432,2.5,37,9,26,0
9,BenJarvus Green-Ellis,BenJarvus Green-Ellis2011,2011,NE,HB,402,10,0.2,8.3,1.4,0.1,0-0,181,667,3.7,372,2.1,18,11,19,0
10,Ray Rice,Ray Rice2011,2011,BLT,HB,845,9.5,11.1,0.1,-1.7,0,Jan-00,291,1364,4.7,721,2.5,70,12,17,2
11,Rashard Mendenhall,Rashard Mendenhall2011,2011,PIT,HB,468,9,1.5,6.1,1.4,0,0-0,228,928,4.1,563,2.5,68,9,30,1
11,Isaac Redman,Isaac Redman2011,2011,PIT,HB,362,9,-0.7,8.6,1.1,0,0-0,110,479,4.4,337,3.1,27,3,20,2
13,Jonathan Stewart,Jonathan Stewart2011,2011,CAR,HB,593,8.9,1.3,12.3,-4.7,0,0-0,142,775,5.5,420,3,32,4,32,1
14,C.J. Spiller,C.J. Spiller2011,2011,BUF,HB,470,7.9,0.4,4.6,3.5,-0.6,Jan-00,107,601,5.6,313,2.9,41,4,9,2
15,LeSean McCoy,LeSean McCoy2011,2011,PHI,HB,894,7.4,-0.9,13.7,-5.7,0.3,Jan-00,273,1309,4.8,684,2.5,60,17,49,1
16,Toby Gerhart,Toby Gerhart2011,2011,MIN,HB,396,7,0.5,4.4,1.9,0.2,0-0,109,531,4.9,324,3,67,1,23,1
17,Evan Royster,Evan Royster2011,2011,WAS,HB,157,6.4,0.7,3.7,1.8,0.2,0-0,56,328,5.9,189,3.4,28,0,8,0
18,James Starks,James Starks2011,2011,GB,HB,451,6.1,0.5,2.6,2.9,0.1,0-0,133,578,4.3,355,2.7,40,1,27,2
19,Dexter McCluster,Dexter McCluster2011,2011,KC,HB,468,5.9,-0.5,3.4,2.9,0.1,0-0,114,516,4.5,244,2.1,32,1,14,1
20,DeMarco Murray,DeMarco Murray2011,2011,DAL,HB,388,5.5,-0.2,6.4,-0.8,0.1,0-0,164,897,5.5,494,3,91,2,21,1
21,Ryan Mathews,Ryan Mathews2011,2011,SD,HB,532,5.3,3.9,1.2,0,0.2,0-0,222,1091,4.9,710,3.2,39,6,30,5
22,Ben Tate,Ben Tate2011,2011,HST,HB,333,4.3,0,5,0.2,-0.9,1-Jan,175,950,5.4,585,3.3,56,4,30,4
23,Willis McGahee,Willis McGahee2011,2011,DEN,HB,465,4.1,-2,5.9,1,-0.8,Jan-00,249,1203,4.8,695,2.8,60,4,31,3
23,Michael Bush,Michael Bush2011,2011,OAK,HB,742,4.1,4.6,-3.1,1.6,1,0-0,256,980,3.8,606,2.4,44,7,19,1
25,Mike Tolbert,Mike Tolbert2011,2011,SD,HB,495,4,1.3,2.1,0.4,0.2,0-0,120,481,4,282,2.4,40,8,14,1
25,Felix Jones,Felix Jones2011,2011,DAL,HB,369,4,-2.3,5.4,0.8,0.1,0-0,127,575,4.5,379,3,40,1,23,3
27,Brian Leonard,Brian Leonard2011,2011,CIN,HB,239,3.8,2.5,1.1,0.2,0,0-0,17,85,5,40,2.4,14,0,2,0
28,Earnest Graham,Earnest Graham2011,2011,TB,HB,196,3.4,-0.9,2.1,2.1,0.1,0-0,37,217,5.9,115,3.1,34,0,6,1
29,LaRod Stephens-Howling,LaRod Stephens-Howling2011,2011,ARZ,HB,144,2.8,3.9,-2.3,1.2,0,0-0,43,167,3.9,98,2.3,39,0,1,0
29,Chris Ivory,Chris Ivory2011,2011,NO,HB,122,2.8,-0.5,2.7,0.6,0,0-0,79,374,4.7,228,2.9,35,1,11,0
31,Tim Hightower,Tim Hightower2011,2011,WAS,HB,220,2.7,-0.4,0.5,2.4,0.2,0-0,84,321,3.8,198,2.4,22,1,6,0
32,Darren McFadden,Darren McFadden2011,2011,OAK,HB,286,2.6,2.6,2.4,-1.5,-0.9,Jan-00,113,614,5.4,325,2.9,70,4,10,1
33,Mewelde Moore,Mewelde Moore2011,2011,PIT,HB,137,2.3,-0.1,1.5,1.9,-1,Jan-00,22,157,7.1,85,3.9,21,0,5,1
